PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Aaron Gordon,80.0,F,DEN,74,2341,4837,19.6,16.2,21.1,20.0,12.8,23.7,20.0,19.5,0.41162,0.46351,0.01096,0.04879,0.02646,0.22824,60.39,32.94,73.78,15.1,0.4435,0.11665,0.13001,0.02673,0.12637,0.13366,0.17132,0.23451,0.05954,37.3,14.3,22.84,23.21,58.2,41.8,0.16768,0.06926,0.05225,0.04982,0.15674,0.20535,0.04496,0.13001,0.01823,0.08748,0.0521,32.5,2.78,1.88,0.02502,0.03287,0.07835,0.653,0.66,1.069,0.01799,0.01592,0.18539,37.3,6.6,0.01666,0.0188,0.0188,0.02862,0.02093,0.00043,0.10978,0.05852,0.24562,0.42119,0.39257,55.41,0.28581,69.09,0.20923,43.99,0.12803,43.6,34.31,0.09366,37.19,0.2812,33.55,0.01453,46.03,0.05075,41.36,0.00646,28.57,0.00415,50.0,0.05306,36.96,0.01384,41.67,0.0113,42.86
Eric Gordon,75.0,G,HOU,57,1670,3576,18.8,22.5,15.8,7.7,18.8,12.8,13.2,19.7,0.51202,0.5783,0.00531,0.05565,0.02992,0.21393,54.75,41.2,77.78,13.8,0.28014,0.16312,0.02305,0.00177,0.03369,0.03723,0.49645,0.33156,0.18972,66.0,28.2,21.28,41.49,39.36,60.64,0.15071,0.08865,0.25355,0.0,0.0,0.30851,0.08865,0.01596,0.06206,0.0,0.12304,28.6,3.99,3.32,0.00503,0.00056,0.00559,0.5,1.5,0.85,0.01658,0.01384,0.06766,19.5,10.9,0.01437,0.01677,0.01078,0.03234,0.01617,0.0006,0.0479,0.03772,0.27126,0.46287,0.47126,56.08,0.30516,68.98,0.17031,42.75,0.11681,41.73,34.37,0.10795,35.78,0.29788,34.01,0.00981,35.48,0.03261,36.89,0.00348,9.09,0.01076,32.35,0.03039,37.5,0.00823,38.46,0.00823,38.46
Devonte' Graham,73.0,G,NOP,74,2124,4377,20.8,37.1,13.0,8.9,27.7,11.6,14.1,18.2,0.78318,0.85995,0.00822,0.08568,0.0233,0.20265,40.8,34.23,84.33,12.7,0.09938,0.07702,0.13665,0.01242,0.16522,0.09441,0.58758,0.40994,0.2646,69.6,24.2,20.25,34.16,49.19,49.07,0.14658,0.0472,0.29565,0.0,0.0,0.33168,0.0559,0.0,0.06335,0.01242,0.08408,55.7,4.18,3.48,0.00366,0.0,0.00525,0.375,0.0,0.174,0.01921,0.01581,0.08333,15.9,11.4,0.00942,0.03202,0.00565,0.0565,0.02448,0.0033,0.03484,0.07768,0.27542,0.43738,0.43032,53.41,0.26457,65.97,0.17927,44.95,0.14121,40.71,36.41,0.10525,37.41,0.30892,36.11,0.00656,56.0,0.04672,42.7,0.00499,42.11,0.00682,50.0,0.05538,42.18,0.01286,44.9,0.01024,53.85
Jerami Grant,80.0,F,DET,47,1500,3082,25.4,24.4,39.4,13.7,16.1,18.6,32.6,28.5,0.58923,0.66807,0.00746,0.04607,0.02758,0.29332,46.52,35.83,83.78,24.0,0.25036,0.13305,0.25322,0.03577,0.25322,0.13448,0.22747,0.3319,0.02861,50.2,3.3,27.18,28.76,49.21,50.79,0.1588,0.12876,0.09871,0.03863,0.04578,0.32475,0.07439,0.03004,0.07725,0.01717,0.12687,33.2,2.39,1.39,0.0146,0.03569,0.02304,0.4,0.427,0.873,0.01947,0.01541,0.12733,22.0,8.4,0.03533,0.02933,0.03267,0.05133,0.008,0.00333,0.112,0.06533,0.288,0.37867,0.51067,52.65,0.32606,63.44,0.17864,43.37,0.13426,38.66,34.96,0.08913,38.4,0.27191,33.89,0.01128,23.33,0.02407,45.31,0.00414,72.73,0.00715,47.37,0.04739,38.1,0.01053,39.29,0.01091,65.52
Danny Green,78.0,G,PHI,60,1305,2607,13.6,28.5,2.2,13.2,9.2,8.7,4.9,11.8,0.47449,0.34139,0.00767,0.02762,0.01611,0.13464,45.83,38.22,76.92,2.9,0.08143,0.04235,0.04886,0.01303,0.02932,0.41368,0.41042,0.6873,0.12052,13.6,8.1,14.33,6.51,77.85,19.22,0.20521,0.0,0.0,0.0,0.0,0.59609,0.03257,0.03257,0.0,0.02606,0.01956,49.0,1.48,0.59,0.00153,0.0,0.01151,0.25,0.0,0.7,0.01987,0.0183,0.11418,23.6,8.2,0.01916,0.04138,0.02759,0.08659,0.01839,0.00153,0.141,0.09655,0.27203,0.37778,0.41762,52.65,0.27688,67.18,0.1843,38.19,0.14334,42.86,35.34,0.08575,37.81,0.30674,34.91,0.01451,29.41,0.0529,45.97,0.00811,68.42,0.01109,57.69,0.05973,38.57,0.01408,39.39,0.01578,37.84
Draymond Green,78.0,F,GSW,43,1246,2617,10.5,5.1,16.6,26.3,39.8,16.0,18.7,11.0,0.97669,0.76309,0.04012,0.13565,0.05006,0.12113,58.15,28.85,65.17,18.3,0.41102,0.31356,0.05508,0.04237,0.05085,0.04661,0.15678,0.20763,0.00847,29.0,0.0,34.75,12.71,73.31,26.69,0.16525,0.0,0.02542,0.11017,0.03814,0.27966,0.0,0.22034,0.0,0.0678,0.04509,42.4,2.3,1.37,0.03668,0.02216,0.03936,0.469,0.138,0.621,0.0172,0.01525,0.25441,33.1,5.8,0.07223,0.04575,0.03772,0.08427,0.0297,0.00562,0.17576,0.11637,0.30979,0.36918,0.4687,49.66,0.19214,64.42,0.25827,44.81,0.13539,37.62,34.3,0.10679,41.84,0.3034,32.11,0.00938,42.86,0.01698,55.26,0.01028,43.48,0.00849,42.11,0.06479,35.86,0.0067,40.0,0.00402,66.67
Jalen Green,76.0,G,HOU,65,2062,4403,24.9,27.2,21.6,12.3,17.3,34.2,19.9,23.9,0.42471,0.56121,0.00182,0.04928,0.02953,0.25165,49.79,34.46,80.09,16.0,0.32244,0.08606,0.10893,0.0,0.122,0.07625,0.40632,0.27015,0.20697,55.9,32.7,21.02,44.34,39.22,60.78,0.19172,0.10893,0.27342,0.0,0.0,0.22658,0.07952,0.02614,0.06209,0.0098,0.12764,34.3,3.82,3.28,0.00568,0.0,0.01681,0.48,0.0,1.189,0.01994,0.01588,0.10621,18.3,7.3,0.00145,0.02085,0.00873,0.04171,0.0194,0.00145,0.07081,0.06887,0.27934,0.44811,0.47527,57.52,0.32651,69.69,0.17029,43.84,0.1102,42.23,36.03,0.10381,37.44,0.28714,35.8,0.00716,35.71,0.03145,49.59,0.00179,57.14,0.00741,62.07,0.04091,41.88,0.0092,41.67,0.01534,45.0
Javonte Green,77.0,G-F,CHI,63,1464,3051,11.8,11.3,15.1,20.3,7.6,11.6,15.9,13.2,0.41101,0.25303,0.0118,0.0213,0.00983,0.14946,62.33,36.73,83.33,17.5,0.5623,0.11182,0.01917,0.01278,0.02556,0.19169,0.11502,0.30671,0.00639,30.6,0.0,21.09,6.07,84.98,15.02,0.20447,0.0,0.0,0.02556,0.0,0.39936,0.0,0.16933,0.0,0.14377,0.02524,15.6,1.23,0.39,0.01278,0.00033,0.05474,0.795,2.0,0.862,0.01878,0.0175,0.18169,37.2,6.2,0.02869,0.04372,0.02186,0.09085,0.03279,0.00205,0.10861,0.07992,0.27459,0.35314,0.45423,53.04,0.32691,63.95,0.15975,42.92,0.13566,39.07,37.18,0.09674,42.53,0.27984,35.23,0.01149,41.94,0.04967,41.04,0.00408,36.36,0.01075,37.93,0.053,43.36,0.01927,44.23,0.0089,50.0
Jeff Green,80.0,F,DEN,73,1798,3726,16.2,13.5,25.3,13.7,8.7,13.6,21.7,17.9,0.37681,0.40365,0.01422,0.02899,0.01825,0.20156,61.54,31.74,83.33,21.3,0.4112,0.18147,0.08494,0.02317,0.08301,0.17761,0.14093,0.30309,0.01544,17.6,1.9,21.43,11.2,74.13,25.87,0.16409,0.03282,0.0,0.14286,0.11583,0.28571,0.0,0.18147,0.01931,0.03089,0.02952,17.3,1.8,0.57,0.03247,0.02496,0.06227,0.702,0.742,1.017,0.01707,0.01554,0.12458,30.8,7.1,0.0267,0.01557,0.01446,0.0228,0.01001,0.00556,0.14071,0.11791,0.25918,0.4099,0.37709,55.39,0.27716,69.55,0.20144,43.98,0.12421,42.41,35.92,0.10117,41.72,0.29333,34.08,0.01586,37.74,0.02005,44.78,0.00658,40.91,0.00748,44.0,0.07722,42.25,0.00838,42.86,0.00539,33.33
Tyrese Haliburton,77.0,G,IND,75,2618,5493,18.2,20.0,15.8,13.1,44.7,13.1,16.5,19.0,0.85345,0.88221,0.00255,0.12944,0.03495,0.20845,51.2,41.51,84.15,13.4,0.16158,0.22599,0.17966,0.00452,0.27797,0.06215,0.36045,0.16271,0.26102,72.0,41.5,22.94,55.48,25.65,73.11,0.14576,0.09718,0.45876,0.0,0.0,0.1774,0.05537,0.0,0.01243,0.0113,0.16275,53.9,4.41,3.74,0.00401,0.0,0.0091,0.455,0.0,0.48,0.02001,0.01651,0.11688,11.6,9.4,0.00344,0.05004,0.01833,0.0783,0.02254,0.0,0.05921,0.07143,0.27884,0.38846,0.44079,54.93,0.33068,66.98,0.18718,43.18,0.11819,39.72,37.5,0.08634,39.01,0.27638,37.22,0.00959,51.06,0.0345,49.11,0.00286,64.29,0.00531,34.62,0.05042,37.65,0.01143,28.57,0.00755,48.65
R.J. Hampton,76.0,G,ORL,63,1369,2898,17.8,16.1,20.5,15.7,24.1,22.5,19.5,16.4,0.58282,0.59627,0.0038,0.06177,0.02968,0.16149,40.38,34.09,63.79,15.8,0.30385,0.23129,0.06803,0.00227,0.07256,0.0771,0.31973,0.29025,0.09751,66.4,10.0,22.22,41.04,38.78,58.28,0.23129,0.05669,0.18594,0.0,0.0,0.3288,0.0907,0.01814,0.0,0.02041,0.13665,45.5,3.91,3.38,0.00345,0.0,0.01035,0.6,0.0,0.6,0.01884,0.01643,0.13733,19.4,8.4,0.00365,0.03068,0.0095,0.05478,0.02118,0.00146,0.06939,0.0935,0.271,0.37765,0.48868,54.8,0.27771,68.44,0.17927,41.74,0.13285,43.67,37.67,0.09524,45.38,0.31172,35.69,0.0072,50.0,0.06643,40.36,0.0044,54.55,0.0088,50.0,0.05122,45.31,0.01281,43.75,0.01361,50.0
Tim Hardaway Jr.,77.0,G-F,DAL,42,1245,2517,23.6,31.1,19.6,14.0,15.4,18.2,17.6,21.8,0.50656,0.55145,0.00636,0.04648,0.01351,0.23758,47.35,33.55,75.73,13.0,0.11698,0.09057,0.22453,0.02075,0.23208,0.12075,0.43962,0.39623,0.1717,33.6,19.6,27.74,25.66,54.53,45.47,0.17547,0.04717,0.16604,0.02075,0.0,0.37925,0.09811,0.01887,0.06604,0.0,0.04331,29.4,2.39,1.49,0.00914,0.00159,0.01271,0.522,0.5,1.0,0.01915,0.01605,0.1253,28.8,8.0,0.01124,0.03052,0.00482,0.04418,0.01446,0.00321,0.06506,0.06265,0.27309,0.40241,0.41124,53.35,0.28727,65.93,0.18894,43.17,0.1536,41.89,34.51,0.10014,40.27,0.26869,32.72,0.00952,47.62,0.04259,42.55,0.0068,53.33,0.00997,36.36,0.04758,39.05,0.01269,64.29,0.0068,53.33
James Harden,77.0,G,PHI,64,2381,4855,23.1,27.5,43.5,22.9,51.5,37.7,37.1,24.9,0.83007,0.95345,0.00597,0.15922,0.05747,0.29042,47.3,33.26,87.55,32.9,0.28279,0.21516,0.05225,0.0,0.10861,0.02766,0.42213,0.0625,0.37602,81.9,75.3,15.88,72.44,13.11,85.66,0.14754,0.35861,0.28586,0.0,0.0,0.09324,0.04201,0.0,0.0,0.02357,0.207,41.6,6.05,5.05,0.00206,0.00536,0.01092,0.4,0.423,0.981,0.01705,0.0138,0.20832,20.5,7.1,0.02184,0.03402,0.01512,0.05628,0.02184,0.00084,0.06594,0.06258,0.26963,0.42041,0.45779,53.46,0.3125,65.45,0.16432,40.66,0.13818,41.45,34.43,0.09886,35.4,0.285,34.21,0.01068,38.3,0.02364,44.23,0.0025,45.45,0.00682,46.67,0.06182,36.03,0.00864,44.74,0.00682,30.0
Montrezl Harrell,79.0,F-C,CHA,69,1597,3296,19.0,1.7,37.1,28.6,16.8,25.0,34.0,25.0,0.54126,0.52609,0.05613,0.04763,0.02063,0.27609,65.46,23.53,71.62,23.3,0.69501,0.1793,0.09427,0.03142,0.07209,0.0037,0.02403,0.01848,0.01294,35.0,0.0,33.46,11.46,64.14,34.94,0.13309,0.061,0.0,0.20518,0.1719,0.01664,0.0,0.20333,0.0,0.17745,0.01456,8.3,2.05,0.83,0.0625,0.05097,0.13501,0.568,0.714,1.162,0.01745,0.01556,0.26487,44.7,5.6,0.10019,0.01753,0.0263,0.03381,0.02254,0.00751,0.22918,0.0958,0.25548,0.45272,0.45961,53.5,0.26152,68.54,0.21099,43.53,0.14681,40.93,32.44,0.09696,35.56,0.28098,31.59,0.01946,36.84,0.0,,0.00683,50.0,0.01434,38.1,0.03892,35.96,0.0,,0.0,
Gary Harris,76.0,G,ORL,61,1730,3631,17.5,22.9,13.6,7.9,12.8,16.0,11.5,17.9,0.29826,0.40017,0.00138,0.03525,0.0168,0.187,49.4,38.41,87.37,12.2,0.20615,0.11031,0.13924,0.01808,0.14286,0.25678,0.28752,0.43761,0.09765,41.1,6.9,26.04,20.07,59.67,40.33,0.18807,0.02351,0.12658,0.0,0.0,0.3472,0.15913,0.05063,0.0651,0.0217,0.06169,39.3,2.55,1.78,0.00578,0.0,0.01322,0.905,0.0,0.792,0.01809,0.01804,0.07052,12.3,10.5,0.01098,0.0341,0.0052,0.06185,0.02254,0.00058,0.03526,0.06474,0.29075,0.3659,0.47168,52.47,0.28256,63.28,0.19363,41.21,0.13813,46.12,35.92,0.09398,38.93,0.2895,35.19,0.0082,34.62,0.0574,44.51,0.0041,15.38,0.00599,57.89,0.04415,35.71,0.01924,45.9,0.01104,42.86
Tobias Harris,79.0,F,PHI,71,2487,4935,23.1,17.9,16.0,22.6,20.5,28.7,15.3,21.8,0.65005,0.6,0.01175,0.06464,0.0229,0.24985,52.54,36.76,84.08,13.7,0.2963,0.30631,0.12613,0.00801,0.21722,0.07407,0.1962,0.22523,0.04004,55.8,11.0,28.33,36.94,39.44,59.76,0.12212,0.08809,0.17417,0.03804,0.10911,0.29029,0.03303,0.05606,0.02903,0.04104,0.13252,32.4,2.94,2.0,0.01337,0.03749,0.02817,0.561,0.611,1.065,0.01878,0.01619,0.19582,26.3,6.1,0.03538,0.0185,0.01689,0.03458,0.01287,0.0,0.09771,0.0579,0.25935,0.41415,0.41576,53.71,0.30332,66.32,0.18186,41.48,0.14661,42.42,34.28,0.08442,34.84,0.28199,34.39,0.01527,36.76,0.03076,43.07,0.00696,41.94,0.00853,42.11,0.03884,41.62,0.00831,43.24,0.00965,44.19
Josh Hart,77.0,G,POR,54,1791,3699,17.6,17.5,24.8,23.4,24.2,20.0,22.7,20.1,0.57069,0.53312,0.00297,0.0711,0.03082,0.21817,60.11,34.27,75.83,19.9,0.43234,0.11775,0.07557,0.00176,0.11072,0.06503,0.30931,0.24429,0.11248,52.8,26.0,27.94,34.97,39.54,58.7,0.27944,0.04218,0.16169,0.0,0.0,0.2935,0.08084,0.03691,0.03866,0.02812,0.09651,42.3,2.96,2.11,0.00946,0.00216,0.02298,0.571,0.5,0.624,0.0189,0.01614,0.21664,28.8,6.7,0.01228,0.03406,0.00726,0.05416,0.03015,0.00112,0.10274,0.10664,0.27303,0.42825,0.46231,54.43,0.27236,66.59,0.17023,46.0,0.13401,40.42,36.77,0.10368,42.69,0.31817,35.02,0.00898,48.28,0.0489,48.1,0.00248,62.5,0.00805,46.15,0.06623,43.93,0.01052,41.18,0.01362,36.36
Jaxson Hayes,83.0,F-C,NOP,67,1332,2778,15.7,5.9,25.5,25.1,6.3,12.5,25.1,20.5,0.39885,0.36897,0.02484,0.02088,0.01908,0.22498,66.56,38.0,76.67,22.1,0.58981,0.22252,0.05362,0.04826,0.02145,0.03753,0.09383,0.11528,0.0134,24.2,5.3,18.77,3.49,84.72,15.01,0.19035,0.0,0.0,0.17694,0.02681,0.14745,0.0,0.23861,0.0,0.17962,0.01764,22.4,1.47,0.47,0.02844,0.00648,0.10547,0.835,0.667,1.089,0.01825,0.01638,0.22898,39.9,6.0,0.04505,0.02327,0.04054,0.05706,0.02252,0.0,0.20571,0.09985,0.32057,0.43694,0.46096,55.73,0.29131,69.44,0.1546,43.53,0.1316,39.48,34.67,0.1052,36.44,0.31601,34.23,0.02726,34.38,0.01107,53.85,0.01405,33.33,0.00724,52.94,0.05579,32.82,0.00554,46.15,0.00724,29.41
Killian Hayes,77.0,G,DET,64,1609,3358,14.9,14.0,10.8,14.5,34.1,15.9,12.6,12.7,0.79512,0.75432,0.00715,0.09827,0.03306,0.13073,44.72,27.04,77.78,12.7,0.23025,0.25734,0.1535,0.02935,0.22799,0.13318,0.22573,0.27314,0.06546,66.9,9.3,19.64,41.53,41.31,56.43,0.17156,0.07901,0.2754,0.0,0.0,0.29797,0.06321,0.04289,0.0,0.0158,0.11912,51.0,4.02,3.31,0.00625,0.0,0.014,0.476,0.0,0.702,0.019,0.01662,0.12803,20.6,8.7,0.0174,0.04786,0.02113,0.10131,0.02672,0.00124,0.10006,0.09136,0.31945,0.38968,0.53076,53.96,0.31797,63.72,0.17798,42.69,0.11326,44.41,37.95,0.10341,45.24,0.28561,35.47,0.01231,40.0,0.05522,52.23,0.00563,50.0,0.00703,55.0,0.07844,40.81,0.01266,27.78,0.00985,32.14
Tyler Herro,77.0,G,MIA,65,2118,4322,29.7,28.8,22.4,17.0,23.7,38.3,19.4,27.6,0.63628,0.76122,0.00301,0.07867,0.04003,0.31282,47.7,39.82,86.64,13.9,0.17387,0.1982,0.23514,0.02252,0.27928,0.08829,0.3,0.18919,0.2009,67.0,28.7,23.78,50.63,32.61,67.39,0.16036,0.0991,0.31802,0.0,0.0,0.16577,0.10721,0.03604,0.06757,0.01351,0.17746,39.2,4.32,3.82,0.00717,0.00069,0.01504,1.032,0.0,1.108,0.02112,0.01698,0.15297,16.4,8.1,0.00992,0.0203,0.00378,0.03636,0.02833,0.00047,0.06846,0.07507,0.31209,0.42115,0.49245,53.13,0.27757,65.19,0.1689,44.06,0.11349,37.03,33.43,0.12045,36.67,0.31745,32.46,0.0182,54.41,0.03105,44.83,0.00428,43.75,0.00642,54.17,0.06049,36.28,0.01124,19.05,0.00964,36.11
Buddy Hield,76.0,G,IND,79,2435,5107,23.5,37.5,11.1,15.7,17.7,21.7,9.8,21.7,0.55982,0.59565,0.00705,0.05581,0.02898,0.24124,48.65,36.59,86.99,8.7,0.16026,0.08529,0.10216,0.01218,0.12559,0.10309,0.54733,0.40956,0.22587,56.7,15.7,24.27,28.02,58.39,39.83,0.20712,0.04311,0.14902,0.0253,0.0,0.26242,0.08997,0.00937,0.1537,0.02812,0.084,47.8,2.56,1.88,0.00392,0.0002,0.01234,0.6,0.0,0.651,0.0197,0.01696,0.14292,20.0,8.1,0.0078,0.02875,0.01027,0.05626,0.02382,0.0,0.11294,0.0768,0.27105,0.377,0.44682,54.68,0.32048,65.68,0.18713,42.76,0.11836,43.76,37.01,0.09191,40.77,0.27926,36.15,0.01367,35.48,0.03923,44.38,0.0022,60.0,0.00838,65.79,0.06127,37.41,0.01367,46.77,0.00992,37.78
George Hill,76.0,G,MIL,52,1223,2582,11.7,13.4,10.7,12.7,20.3,12.5,12.1,11.0,0.61541,0.59024,0.00542,0.0519,0.01549,0.12471,53.62,31.01,91.53,16.7,0.31086,0.13858,0.07116,0.00749,0.10487,0.19476,0.28839,0.38202,0.08989,54.7,7.5,14.23,32.96,55.81,44.19,0.19101,0.05618,0.21348,0.0,0.0,0.37079,0.03371,0.04494,0.0,0.02247,0.06855,45.2,4.15,3.58,0.00465,0.00039,0.02479,0.833,2.0,0.844,0.01898,0.01654,0.1251,22.9,8.7,0.02862,0.03271,0.00491,0.04661,0.02944,0.00245,0.09076,0.10303,0.29109,0.40474,0.4121,51.99,0.25284,63.32,0.18154,40.48,0.12598,45.83,30.19,0.09536,31.65,0.34164,29.96,0.01094,44.0,0.05599,47.66,0.00437,30.0,0.00744,29.41,0.05599,40.62,0.01181,48.15,0.00787,44.44
Jrue Holiday,75.0,G,MIL,64,2142,4523,23.2,18.0,17.6,14.0,39.5,24.0,17.2,22.3,0.72828,0.84214,0.0031,0.12182,0.03935,0.26222,54.38,41.56,76.74,11.3,0.27489,0.24134,0.16126,0.00325,0.20671,0.0368,0.30519,0.0974,0.23377,80.4,56.8,16.45,66.34,21.1,78.9,0.16883,0.15152,0.32359,0.0,0.07143,0.12229,0.04654,0.05411,0.00974,0.02597,0.18727,44.5,4.98,4.43,0.01039,0.02609,0.03117,1.021,0.669,0.681,0.01873,0.01667,0.13539,33.4,7.8,0.02148,0.04902,0.01307,0.08497,0.02941,0.0014,0.07703,0.11391,0.28105,0.4155,0.38329,54.11,0.23342,67.05,0.16437,44.84,0.13808,43.24,36.54,0.09902,37.72,0.36364,36.35,0.0059,29.17,0.07002,43.16,0.00369,26.67,0.00565,39.13,0.06855,40.14,0.014,42.11,0.01302,32.08
Justin Holiday,78.0,G-F,SAC,72,2008,4197,17.5,31.2,7.3,10.3,11.9,8.5,9.4,15.9,0.39504,0.45556,0.0081,0.03622,0.01644,0.1725,46.86,36.09,80.65,6.9,0.13158,0.03406,0.10681,0.01084,0.10991,0.21672,0.50929,0.59752,0.13158,22.0,4.1,27.71,4.64,86.53,13.47,0.13932,0.0,0.02322,0.01548,0.0,0.36842,0.19195,0.06037,0.16409,0.0,0.03336,60.0,1.52,0.81,0.00667,0.0,0.01358,0.607,0.0,0.877,0.01985,0.01613,0.09263,26.3,9.4,0.02241,0.02639,0.01643,0.06524,0.01793,0.00149,0.09363,0.08068,0.2754,0.42032,0.43775,54.88,0.30297,65.49,0.18382,46.86,0.13924,42.29,38.16,0.08806,40.0,0.28481,37.68,0.00771,53.57,0.0399,46.9,0.0033,25.0,0.00771,53.57,0.05366,40.0,0.01403,58.82,0.01073,41.03
Richaun Holmes,82.0,F,SAC,45,1074,2274,15.1,0.7,18.8,33.1,9.3,19.0,20.3,19.2,0.44151,0.36368,0.07212,0.02595,0.02463,0.2058,66.44,40.0,77.78,14.9,0.55,0.39,0.04333,0.21333,0.03,0.00333,0.01333,0.01667,0.0,25.0,0.0,21.67,2.67,80.0,16.33,0.08667,0.0,0.0,0.33,0.04,0.03333,0.0,0.27,0.0,0.19667,0.01055,16.7,1.63,0.49,0.07784,0.00836,0.12401,0.661,1.053,1.064,0.01667,0.01548,0.29516,45.8,4.5,0.07542,0.01583,0.03818,0.0419,0.02235,0.00093,0.22067,0.05307,0.26816,0.39013,0.46276,53.48,0.30675,64.69,0.18661,45.65,0.12999,38.26,36.34,0.08863,40.56,0.28557,35.34,0.01329,44.44,0.00345,28.57,0.01083,40.91,0.00443,33.33,0.02757,41.07,0.0,,0.0,
Al Horford,81.0,F-C,BOS,68,1981,4044,15.6,17.4,11.9,28.3,21.6,7.3,11.2,15.1,0.65232,0.51607,0.03388,0.06775,0.01558,0.17013,57.91,33.33,84.21,11.6,0.21747,0.20677,0.10517,0.06774,0.0303,0.13725,0.33333,0.4385,0.00713,32.0,2.3,15.86,8.02,75.04,23.53,0.09982,0.01248,0.0,0.20321,0.13012,0.37255,0.0,0.09447,0.0,0.06061,0.02052,44.6,1.73,0.63,0.0366,0.0319,0.06454,0.324,0.543,0.782,0.01788,0.01548,0.26451,39.6,6.2,0.07976,0.02473,0.04594,0.03281,0.02221,0.0,0.25341,0.12418,0.28723,0.37961,0.37607,48.72,0.22197,64.97,0.21662,38.75,0.16845,40.13,35.63,0.09099,37.46,0.29915,35.4,0.04141,34.69,0.00563,45.0,0.01239,34.09,0.01099,46.15,0.0462,39.02,0.00423,53.33,0.0031,45.45
Talen Horton-Tucker,76.0,G,LAL,57,1426,2997,18.8,17.1,15.4,13.9,22.0,19.1,13.9,16.6,0.57658,0.5619,0.004,0.05906,0.02636,0.17751,49.21,27.22,78.1,15.5,0.39506,0.14609,0.11317,0.00823,0.16049,0.07407,0.2716,0.22222,0.12551,56.4,15.2,29.22,41.56,39.92,60.08,0.17695,0.07407,0.19959,0.03086,0.01852,0.29835,0.06584,0.0535,0.03292,0.02058,0.1288,37.0,3.39,2.58,0.01535,0.003,0.02102,0.609,0.444,0.667,0.01839,0.01608,0.12693,29.8,7.9,0.02104,0.03717,0.01964,0.07153,0.01893,0.0007,0.10098,0.10168,0.28261,0.41935,0.48527,54.47,0.29655,68.73,0.18276,40.25,0.11264,40.14,34.71,0.09042,38.14,0.31418,34.02,0.01954,45.1,0.05172,44.44,0.00651,52.94,0.00766,50.0,0.06667,36.21,0.01264,48.48,0.01149,36.67
Kevin Huerter,79.0,G-F,ATL,72,2128,4447,18.5,25.8,5.4,12.3,16.9,10.6,6.4,16.8,0.43602,0.46188,0.00472,0.05262,0.02001,0.19474,52.65,38.9,80.0,4.7,0.1336,0.19028,0.13495,0.02024,0.21053,0.15385,0.38462,0.39676,0.12955,48.0,10.3,25.91,24.43,56.14,43.86,0.17949,0.04184,0.18893,0.01889,0.0,0.34683,0.08367,0.03509,0.07692,0.01754,0.06926,30.2,2.71,1.82,0.00922,0.0,0.01372,0.756,0.0,1.066,0.01855,0.01617,0.11372,19.4,9.1,0.01457,0.02444,0.01222,0.06015,0.01786,0.0,0.08694,0.08694,0.26222,0.40836,0.42246,53.39,0.3053,66.37,0.17173,41.67,0.13507,38.85,36.19,0.09465,37.67,0.29149,35.83,0.01306,44.23,0.05122,41.67,0.00301,41.67,0.00552,36.36,0.04846,36.27,0.01632,41.54,0.01456,46.55
