PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Julius Randle,80.0,F-C,NYK,72,2544,5187,27.1,19.8,31.7,29.2,32.8,26.3,31.0,25.8,0.70214,0.76557,0.03316,0.08174,0.04723,0.27897,45.79,30.77,75.56,20.9,0.28491,0.16132,0.24077,0.02488,0.28331,0.04093,0.27207,0.18138,0.11316,63.8,20.0,30.82,34.11,36.04,62.28,0.08507,0.22392,0.05457,0.12039,0.11717,0.23515,0.01204,0.03531,0.03451,0.06501,0.12377,41.9,3.25,2.2,0.03181,0.06266,0.04164,0.648,0.44,0.907,0.0188,0.01496,0.28145,30.1,5.0,0.03695,0.02083,0.01533,0.03223,0.02319,0.0,0.10338,0.07783,0.25079,0.42256,0.47602,53.34,0.31131,64.09,0.14154,42.66,0.12732,38.83,34.96,0.10632,35.8,0.31153,34.9,0.01356,48.39,0.01356,35.48,0.00788,44.44,0.00503,56.52,0.05535,36.76,0.00766,34.29,0.00897,31.71
Austin Reaves,77.0,G,LAL,58,1315,2784,12.0,16.4,14.9,14.4,14.8,9.7,20.2,12.7,0.48671,0.39943,0.00287,0.0431,0.01329,0.14009,64.39,30.77,82.61,19.5,0.25,0.13542,0.07292,0.01389,0.09722,0.16667,0.36458,0.44792,0.09028,42.4,0.0,25.0,17.71,65.62,34.38,0.1875,0.05208,0.06597,0.04861,0.0,0.43403,0.04167,0.05556,0.04167,0.02778,0.05244,43.2,2.4,1.6,0.00934,0.0,0.02371,0.308,0.0,0.697,0.01907,0.01735,0.12928,26.5,8.0,0.02129,0.01977,0.01445,0.04867,0.01293,0.01141,0.13764,0.10646,0.29202,0.4365,0.45019,53.41,0.31889,63.97,0.17294,41.61,0.11938,42.12,35.08,0.08258,39.6,0.30376,34.19,0.02535,43.55,0.06214,37.5,0.00818,55.0,0.00531,53.85,0.06296,38.31,0.01472,55.56,0.01104,51.85
Cam Reddish,80.0,G-F,NYK,49,1012,2118,22.1,27.3,22.5,10.7,10.8,22.1,18.4,22.7,0.27809,0.40463,0.00189,0.02927,0.02691,0.23466,44.2,35.87,90.18,20.4,0.24755,0.13971,0.16176,0.01961,0.20588,0.13725,0.31373,0.32108,0.125,47.5,16.7,36.52,23.04,47.06,52.94,0.14951,0.03676,0.26471,0.0,0.0,0.30147,0.08578,0.03922,0.05637,0.02696,0.1034,26.9,2.52,1.62,0.01228,0.0,0.01511,0.462,0.0,0.875,0.01912,0.01742,0.10375,16.2,10.0,0.01383,0.04644,0.01482,0.10968,0.02964,0.00099,0.07905,0.11561,0.24111,0.42885,0.43972,56.86,0.29387,69.06,0.15856,44.0,0.11786,43.5,34.28,0.09514,30.56,0.33192,35.67,0.01216,34.78,0.05127,46.39,0.00634,58.33,0.00687,46.15,0.0592,31.25,0.01638,51.61,0.01533,41.38
Naz Reid,81.0,F-C,MIN,75,1179,2538,20.4,15.4,30.6,28.2,11.2,28.2,27.4,23.1,0.54177,0.47636,0.05871,0.03388,0.03113,0.24429,56.95,34.18,76.51,18.4,0.47609,0.17609,0.00435,0.00652,0.00652,0.08043,0.26304,0.32391,0.01087,37.2,1.9,27.39,8.48,71.96,28.26,0.08261,0.0,0.0,0.26304,0.10217,0.25217,0.0,0.12174,0.0,0.12391,0.0398,24.8,1.67,0.65,0.05753,0.02916,0.08432,0.774,0.554,0.916,0.01816,0.01667,0.24852,47.8,4.9,0.08312,0.03393,0.05852,0.05683,0.02375,0.00254,0.2341,0.11281,0.3732,0.40288,0.57422,53.38,0.28517,63.64,0.17523,40.82,0.10274,45.79,35.92,0.13874,38.41,0.29477,35.18,0.02112,47.73,0.0,,0.01488,48.39,0.012,56.0,0.06049,39.68,0.00432,22.22,0.0,
Josh Richardson,77.0,G,SAS,62,1524,3132,18.5,21.8,13.4,12.6,14.5,15.8,12.7,17.9,0.56162,0.52554,0.00543,0.04566,0.0198,0.20019,45.99,41.13,89.11,14.3,0.15446,0.21584,0.17426,0.04752,0.22574,0.09109,0.36238,0.4198,0.02376,52.4,1.1,18.22,26.53,57.23,41.39,0.13861,0.02178,0.13663,0.0,0.0,0.49505,0.05149,0.0396,0.04752,0.01386,0.09355,39.9,2.7,1.84,0.01117,0.00064,0.0198,0.629,2.0,0.758,0.01954,0.01654,0.1168,21.0,9.1,0.0105,0.03543,0.01903,0.06496,0.01969,0.0,0.08858,0.06299,0.30249,0.42782,0.43635,51.1,0.27239,65.77,0.19781,39.56,0.14333,39.03,35.44,0.07788,36.15,0.3053,35.69,0.00804,54.55,0.05521,37.09,0.0,,0.00548,53.33,0.04607,41.27,0.01097,50.0,0.00987,37.04
Austin Rivers,76.0,G,DEN,65,1432,2942,13.6,20.1,6.1,8.5,11.3,9.8,7.1,11.7,0.40551,0.42454,0.00102,0.03467,0.01835,0.13154,54.87,34.67,72.5,7.5,0.19822,0.1213,0.01479,0.0,0.0355,0.31065,0.35503,0.47337,0.14793,53.2,15.4,21.6,23.96,53.85,45.86,0.15385,0.13609,0.09467,0.0,0.0,0.49112,0.04734,0.0,0.02663,0.0,0.06934,41.7,2.74,1.79,0.00612,0.00034,0.00782,0.444,0.0,0.522,0.01798,0.01655,0.07612,18.3,10.1,0.00978,0.03422,0.00419,0.06634,0.01327,0.0,0.06425,0.05517,0.26816,0.42109,0.51536,55.45,0.28678,67.85,0.18399,46.06,0.13417,41.81,33.17,0.10279,32.44,0.29031,33.51,0.00824,47.62,0.06002,47.06,0.00353,44.44,0.00824,42.86,0.04472,41.23,0.01569,42.5,0.01138,34.48
Duncan Robinson,79.0,F,MIA,77,2002,4025,20.1,39.8,7.5,10.8,11.4,10.9,9.9,19.0,0.44422,0.50112,0.00894,0.04124,0.01466,0.21019,56.44,37.21,83.61,6.0,0.08439,0.03657,0.0225,0.00563,0.0211,0.218,0.63854,0.6512,0.19972,17.5,4.0,24.75,3.38,83.54,16.46,0.12236,0.0,0.06751,0.02954,0.0,0.30942,0.23769,0.04782,0.16034,0.0,0.03602,59.3,1.57,0.59,0.00646,0.0,0.01689,0.423,0.0,0.676,0.02112,0.01637,0.0974,15.9,9.2,0.02448,0.01998,0.00699,0.03097,0.01948,0.00549,0.1019,0.09091,0.30919,0.40909,0.44855,53.7,0.26634,64.84,0.16015,44.08,0.11844,41.13,34.7,0.13156,38.58,0.32264,33.36,0.01954,53.73,0.01692,41.38,0.00525,22.22,0.007,45.83,0.06389,43.38,0.01021,40.0,0.00875,26.67
Mitchell Robinson,84.0,F-C,NYK,72,1848,3739,10.2,0.0,19.2,33.7,4.7,14.4,17.8,15.0,0.39797,0.2054,0.05403,0.01311,0.01605,0.16315,76.09,,48.62,14.4,0.96501,0.03499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,0.0,8.45,0.58,92.71,6.41,0.02915,0.0,0.0,0.23615,0.02332,0.0,0.0,0.23615,0.0,0.46064,0.00053,0.0,1.34,0.3,0.01311,0.00428,0.14951,0.245,0.313,1.02,0.01832,0.01658,0.33387,63.1,5.3,0.14773,0.03139,0.07197,0.07846,0.02922,0.00054,0.24621,0.079,0.24621,0.43669,0.43236,53.42,0.29889,65.13,0.14749,42.97,0.13367,38.65,35.45,0.10454,34.77,0.31421,35.85,0.01322,36.36,0.0018,50.0,0.02073,42.03,0.01021,50.0,0.03905,41.54,0.00391,23.08,0.00391,46.15
Jeremiah Robinson-Earl,80.0,F,OKC,49,1087,2247,16.0,19.1,12.9,26.5,10.4,15.4,13.3,16.1,0.58122,0.4753,0.04317,0.02537,0.01736,0.16288,47.8,35.15,74.07,11.0,0.2963,0.10802,0.08642,0.08642,0.02469,0.14198,0.36728,0.5,0.00926,25.0,0.0,9.26,3.4,91.36,8.64,0.11728,0.0,0.0,0.33333,0.0,0.30556,0.0,0.1142,0.0,0.09259,0.01424,40.6,1.19,0.42,0.02893,0.00267,0.07432,0.492,0.667,0.754,0.02056,0.01713,0.25207,45.3,5.9,0.0736,0.02668,0.0138,0.03312,0.02852,0.0046,0.20147,0.115,0.26495,0.34499,0.38638,54.05,0.26673,64.1,0.19687,45.41,0.09868,44.06,35.52,0.12897,40.91,0.30728,33.39,0.0171,48.57,0.00782,43.75,0.01075,45.45,0.00782,37.5,0.05374,40.0,0.0,,0.0,
Terrence Ross,78.0,G-F,ORL,63,1448,3059,20.9,24.1,20.2,12.8,16.6,14.9,16.4,20.2,0.34979,0.44165,0.00392,0.04642,0.02452,0.20562,49.31,29.17,86.15,17.8,0.13357,0.15162,0.24007,0.02347,0.287,0.06679,0.40072,0.30505,0.16426,47.6,22.1,30.69,31.77,48.19,51.62,0.08484,0.04874,0.26534,0.0,0.0,0.20036,0.19495,0.01986,0.15523,0.0,0.08009,25.3,2.71,1.79,0.00621,0.0,0.00588,0.526,0.0,1.0,0.01952,0.01592,0.11119,15.5,9.1,0.00829,0.01934,0.00829,0.0442,0.0145,0.0,0.05318,0.0663,0.26174,0.39986,0.49931,55.49,0.2779,68.01,0.20015,46.28,0.13653,43.05,34.58,0.09412,41.9,0.2872,32.77,0.00595,56.25,0.03385,41.76,0.0,,0.00335,44.44,0.0506,44.12,0.01042,39.29,0.00521,42.86
Terry Rozier,73.0,G,CHA,71,2396,5052,25.0,28.9,17.3,13.8,22.2,20.8,18.1,24.0,0.66508,0.77059,0.00435,0.07363,0.0188,0.27078,51.17,37.37,85.23,10.9,0.22026,0.15947,0.11189,0.00705,0.17269,0.19119,0.31454,0.33656,0.15595,56.5,16.7,26.34,31.28,50.22,47.14,0.21057,0.0511,0.16388,0.0185,0.0,0.29868,0.07489,0.02203,0.09427,0.02731,0.13797,48.6,3.65,3.12,0.00574,0.0002,0.01108,0.621,0.0,0.893,0.01918,0.01677,0.12855,22.1,8.4,0.00626,0.03881,0.01043,0.05885,0.02254,0.00209,0.04633,0.07304,0.29925,0.39274,0.44658,53.93,0.31237,63.26,0.15899,43.93,0.10375,40.91,36.29,0.12261,39.19,0.30092,35.3,0.01055,40.43,0.04267,42.63,0.00517,52.17,0.00427,57.89,0.06018,39.18,0.01055,40.43,0.00651,44.83
Ricky Rubio,74.0,G,IND,34,970,2038,23.1,23.8,23.0,15.2,43.5,26.0,24.0,20.1,0.89941,1.05299,0.00393,0.13935,0.04416,0.21835,37.97,33.91,85.44,19.8,0.22628,0.17518,0.17762,0.0146,0.23601,0.13139,0.28467,0.22141,0.19708,74.4,33.9,21.41,52.55,33.09,66.91,0.16058,0.03406,0.37226,0.0,0.0,0.24818,0.07056,0.0146,0.04623,0.0,0.2105,51.5,4.94,4.38,0.00834,0.00049,0.00736,0.353,0.0,0.133,0.021,0.01526,0.14536,15.6,10.8,0.00928,0.05052,0.00722,0.07938,0.03402,0.00309,0.04639,0.05258,0.3299,0.42577,0.36392,52.02,0.33409,58.74,0.15088,48.5,0.1333,39.57,31.05,0.10096,32.58,0.27794,30.61,0.00567,20.0,0.05218,44.57,0.0,,0.0,,0.04878,31.4,0.01475,42.31,0.00908,37.5
D'Angelo Russell,76.0,G,MIN,65,2077,4431,24.8,29.2,24.9,11.5,40.7,13.4,24.2,23.2,0.80636,0.92823,0.00519,0.12255,0.03724,0.2654,49.23,33.98,82.5,16.8,0.14667,0.14667,0.17846,0.00923,0.20923,0.04718,0.47795,0.26564,0.25231,72.0,36.9,18.36,49.13,35.59,64.41,0.16923,0.10872,0.32821,0.0,0.01333,0.22462,0.05436,0.03077,0.03385,0.00923,0.08914,31.4,4.28,3.47,0.00993,0.00271,0.0088,0.591,0.167,0.872,0.01796,0.0148,0.104,16.2,9.3,0.01589,0.02985,0.01059,0.05922,0.01589,0.00241,0.06163,0.08089,0.33269,0.42802,0.49494,55.88,0.31069,67.12,0.16877,39.78,0.10742,48.04,33.5,0.13375,36.22,0.27699,32.51,0.00948,58.33,0.02949,47.32,0.00369,42.86,0.00606,60.87,0.07188,37.0,0.01159,36.36,0.00632,33.33
Domantas Sabonis,83.0,F-C,SAC,62,2136,4420,20.0,8.1,35.4,38.0,29.2,23.6,36.9,24.2,0.83439,0.67308,0.07692,0.08122,0.04412,0.26493,62.35,31.2,74.1,21.0,0.57439,0.18499,0.07891,0.03622,0.03622,0.02199,0.13972,0.14748,0.00776,38.4,2.6,24.06,16.56,61.06,39.2,0.09702,0.02975,0.0,0.2251,0.15912,0.12549,0.0,0.19534,0.0,0.13195,0.04887,42.6,2.22,1.25,0.0948,0.06674,0.14683,0.585,0.4,0.877,0.01869,0.01665,0.35206,38.7,4.5,0.06882,0.02762,0.01264,0.04354,0.02903,0.00047,0.19148,0.06788,0.26826,0.41152,0.41807,54.5,0.29477,66.28,0.1959,45.37,0.14646,42.91,36.42,0.08493,36.22,0.27662,36.6,0.02104,41.25,0.00394,53.33,0.01762,46.27,0.00973,43.24,0.03997,33.55,0.00394,40.0,0.0,
Dennis Schroder,73.0,G,HOU,64,1837,3757,22.0,19.1,23.0,13.3,33.7,27.4,24.4,21.6,0.84136,0.94863,0.00346,0.09981,0.03806,0.23077,47.68,34.4,85.33,18.1,0.23481,0.21271,0.20856,0.01657,0.25967,0.04144,0.3011,0.23895,0.08564,73.5,27.9,19.61,49.31,31.22,66.99,0.10773,0.1326,0.36188,0.0,0.0,0.24586,0.06768,0.01105,0.0221,0.0,0.17887,39.9,4.89,4.11,0.00319,0.0,0.00586,0.333,0.0,0.273,0.01916,0.01685,0.11649,11.0,10.4,0.01306,0.02885,0.00435,0.05988,0.02667,0.00327,0.07077,0.05553,0.30539,0.40773,0.43386,51.87,0.26168,67.79,0.20214,41.24,0.14809,38.35,35.53,0.09221,36.42,0.29466,35.34,0.00733,16.67,0.05649,42.16,0.00611,35.0,0.00824,29.63,0.0458,39.33,0.00947,38.71,0.00458,33.33
Landry Shamet,76.0,G,PHX,67,1393,2952,17.7,31.4,14.4,9.3,13.7,21.3,11.5,17.1,0.37805,0.41836,0.00711,0.04404,0.01321,0.18496,44.29,36.76,83.95,12.5,0.11497,0.09978,0.09111,0.01735,0.1128,0.2256,0.46421,0.56399,0.13232,40.3,4.2,22.13,16.7,72.23,27.77,0.18221,0.0,0.11931,0.0,0.0,0.44035,0.09761,0.0,0.09544,0.0,0.0586,46.8,2.11,1.63,0.00474,0.0,0.00678,0.357,0.0,0.65,0.02056,0.0168,0.08758,18.9,10.9,0.0323,0.01938,0.00574,0.04882,0.01436,0.00072,0.10194,0.05743,0.31084,0.4056,0.43934,50.29,0.23776,63.59,0.23423,44.31,0.14219,37.74,33.6,0.08186,33.97,0.30121,33.68,0.01253,37.5,0.05249,44.03,0.0,,0.00862,31.82,0.03839,26.53,0.01371,42.86,0.01058,37.04
Pascal Siakam,80.0,F,TOR,67,2538,5021,24.9,12.2,32.9,24.1,29.8,25.0,32.9,26.2,0.68811,0.71779,0.01334,0.07967,0.03565,0.30313,52.64,34.72,74.8,18.3,0.27473,0.36264,0.18005,0.03128,0.24852,0.03466,0.14708,0.14708,0.0279,70.3,5.3,17.75,48.86,32.97,64.67,0.15554,0.22908,0.1268,0.03804,0.0803,0.17329,0.03466,0.05325,0.0,0.05495,0.18383,37.3,3.91,3.11,0.03007,0.03505,0.04959,0.735,0.449,0.847,0.01956,0.01611,0.22419,33.5,6.0,0.0591,0.03231,0.01615,0.0524,0.02994,0.0,0.11781,0.1052,0.31481,0.4011,0.43735,54.13,0.2912,67.11,0.18423,41.32,0.12229,42.62,35.48,0.13897,39.47,0.26126,33.42,0.01326,24.14,0.01577,43.48,0.00526,34.78,0.0048,47.62,0.09074,42.32,0.00594,50.0,0.00983,55.81
Anfernee Simons,75.0,G,POR,57,1681,3447,26.2,32.4,15.3,9.9,28.3,21.9,14.0,25.9,0.69742,0.87264,0.00319,0.08297,0.03336,0.28663,49.01,40.5,88.79,10.4,0.13927,0.13676,0.16939,0.00251,0.23714,0.05144,0.50063,0.28356,0.26098,80.5,34.6,18.07,50.94,37.26,62.61,0.10916,0.15307,0.3601,0.0,0.0,0.23965,0.07152,0.01129,0.03262,0.0,0.12533,36.1,5.2,4.62,0.00522,0.00029,0.00609,0.556,0.0,0.476,0.01996,0.01674,0.08983,19.9,9.0,0.00238,0.01785,0.00357,0.02617,0.01606,0.00059,0.05354,0.08388,0.28079,0.4069,0.46877,55.85,0.31174,66.42,0.15336,44.86,0.10973,41.59,35.98,0.12919,36.36,0.29396,35.84,0.01007,50.0,0.04362,51.54,0.00436,61.54,0.00906,59.26,0.06242,40.86,0.01242,40.54,0.0104,51.61
Marcus Smart,76.0,G,BOS,69,2240,4613,17.2,21.0,17.9,12.2,34.1,13.1,25.1,16.0,0.74117,0.77759,0.0078,0.10102,0.03338,0.17949,50.14,32.56,79.1,16.5,0.21583,0.23741,0.05899,0.00432,0.07194,0.12662,0.38129,0.40576,0.07482,63.1,8.4,17.55,34.82,50.36,47.77,0.12518,0.06475,0.17698,0.01727,0.03309,0.45612,0.02734,0.03022,0.02158,0.02878,0.12812,45.5,3.65,3.0,0.00889,0.01322,0.01582,0.341,0.377,0.836,0.01734,0.01507,0.11875,30.7,8.9,0.04509,0.05179,0.00804,0.08839,0.03348,0.00714,0.07143,0.09018,0.30357,0.41652,0.44286,50.33,0.23808,65.37,0.19504,40.15,0.15394,39.97,33.33,0.09533,34.95,0.31493,33.13,0.00803,24.24,0.05229,46.51,0.00486,35.0,0.00778,37.5,0.04791,34.01,0.01848,32.89,0.00851,40.0
Jalen Smith,82.0,F-C,IND,51,924,1930,20.0,18.2,23.9,33.8,4.7,12.4,28.6,21.7,0.46269,0.3601,0.04249,0.01658,0.02176,0.24352,59.65,32.79,76.47,16.6,0.35429,0.19714,0.1,0.06571,0.04286,0.09714,0.25143,0.33714,0.00571,27.9,0.0,18.29,3.14,80.57,14.57,0.11429,0.0,0.0,0.24,0.05429,0.26857,0.0,0.13429,0.0,0.14571,0.02021,17.9,1.54,0.46,0.03264,0.01917,0.10984,0.651,0.73,0.967,0.01886,0.01658,0.33225,39.6,4.5,0.07035,0.01623,0.04437,0.0184,0.01623,0.00108,0.22403,0.10931,0.27814,0.41667,0.50541,54.48,0.30036,64.67,0.19365,47.68,0.11451,39.27,33.84,0.09293,34.19,0.29736,33.87,0.03237,38.89,0.0,,0.0,,0.01019,58.82,0.04676,37.18,0.0054,66.67,0.0,
Isaiah Stewart,80.0,F-C,DET,69,1776,3642,14.5,3.5,14.0,35.5,9.3,18.8,18.5,15.3,0.50714,0.36491,0.06315,0.02499,0.02334,0.15761,52.95,30.0,71.29,12.5,0.70833,0.14375,0.06458,0.05,0.01458,0.00625,0.07708,0.08125,0.00208,31.3,0.0,24.17,4.17,76.04,22.92,0.11458,0.0,0.0,0.16667,0.10833,0.09375,0.0,0.21042,0.0,0.27917,0.00632,26.1,1.62,0.51,0.04778,0.02416,0.14333,0.328,0.591,0.81,0.01862,0.01642,0.33727,42.5,4.3,0.08896,0.01239,0.04279,0.02477,0.01239,0.0,0.34065,0.11824,0.28885,0.35923,0.4893,52.2,0.30181,62.57,0.19073,44.93,0.12917,38.82,37.8,0.09616,45.21,0.28182,35.25,0.03967,40.8,0.00476,33.33,0.01365,34.88,0.0146,43.48,0.0438,49.28,0.0,,0.00476,46.67
Max Strus,77.0,G-F,MIA,67,1560,3149,20.6,37.0,8.0,14.1,10.8,14.0,10.9,19.9,0.5081,0.47063,0.00699,0.03906,0.01747,0.22642,55.37,40.77,79.25,5.9,0.15893,0.03571,0.02143,0.00357,0.03036,0.21786,0.56429,0.65179,0.13036,20.9,4.5,19.82,6.43,81.61,18.39,0.14107,0.0,0.05179,0.03036,0.0,0.35357,0.15,0.05893,0.17857,0.0,0.0343,44.4,1.51,0.63,0.00667,0.0,0.02286,0.476,0.0,0.861,0.02213,0.01702,0.12756,23.6,8.2,0.03077,0.01731,0.01026,0.0359,0.01923,0.00962,0.09551,0.10833,0.2859,0.41026,0.475,52.56,0.25845,66.24,0.16302,42.6,0.12217,36.78,35.04,0.13071,38.35,0.32417,33.91,0.02265,37.7,0.01337,25.0,0.00371,60.0,0.00928,44.0,0.08578,37.66,0.0052,42.86,0.0052,28.57
Jae'Sean Tate,76.0,F,HOU,76,2000,4244,19.9,12.4,19.3,23.4,23.0,22.2,20.0,20.2,0.51484,0.47926,0.01367,0.05985,0.03205,0.21254,57.17,30.81,70.88,14.3,0.51541,0.19328,0.01401,0.0056,0.0084,0.11345,0.16387,0.2423,0.02801,51.5,6.6,28.15,24.79,54.62,45.38,0.15126,0.04622,0.04482,0.05882,0.05182,0.33473,0.02241,0.13866,0.0,0.09664,0.09449,36.9,2.63,1.65,0.0271,0.01814,0.06833,0.617,0.571,0.886,0.01873,0.01623,0.206,39.3,6.8,0.06,0.036,0.02,0.058,0.033,0.009,0.1255,0.0895,0.2815,0.4545,0.482,56.0,0.312,68.58,0.16792,42.74,0.11435,40.98,35.22,0.09963,38.71,0.3037,34.39,0.01553,44.83,0.02999,39.29,0.00455,52.94,0.0166,41.94,0.05678,32.08,0.01125,38.1,0.01473,50.91
Jayson Tatum,80.0,G-F,BOS,75,2705,5521,31.9,31.4,38.4,23.3,23.9,35.5,31.2,31.7,0.61402,0.70984,0.00688,0.07426,0.0384,0.36497,52.15,34.84,85.19,19.8,0.27226,0.14774,0.16516,0.02581,0.15548,0.05419,0.35935,0.15677,0.24323,57.5,43.3,29.03,43.68,30.26,68.39,0.12968,0.19097,0.21806,0.03161,0.05806,0.18194,0.02903,0.03806,0.08194,0.02839,0.1536,32.2,3.78,2.76,0.02355,0.023,0.02952,0.723,0.575,0.994,0.01771,0.01487,0.22181,23.1,6.7,0.00998,0.02736,0.01811,0.04251,0.02477,0.0,0.07985,0.07061,0.28909,0.40037,0.40628,49.56,0.24338,64.5,0.20316,39.7,0.15596,39.08,33.45,0.08763,36.07,0.3072,33.0,0.0117,36.84,0.0355,42.2,0.00328,25.0,0.00534,46.15,0.0474,32.03,0.01539,29.33,0.00739,38.89
Garrett Temple,77.0,G-F,NOP,56,1059,2189,14.8,23.0,9.1,14.4,14.2,11.7,11.6,13.7,0.42988,0.41023,0.00503,0.04157,0.01827,0.13705,48.6,32.0,68.29,9.3,0.21277,0.08511,0.08156,0.02128,0.10993,0.30142,0.31915,0.52482,0.07447,36.5,1.8,20.92,12.41,72.7,25.18,0.18794,0.0,0.06738,0.0,0.0,0.49645,0.05319,0.04255,0.06028,0.03546,0.04568,49.0,2.02,1.31,0.01325,0.00046,0.02238,0.448,0.0,0.755,0.01887,0.01686,0.1322,23.9,9.5,0.02077,0.03966,0.02172,0.08499,0.02833,0.00094,0.10387,0.09443,0.28423,0.41454,0.46459,55.61,0.27363,68.71,0.17279,43.47,0.12973,44.13,37.92,0.10137,41.97,0.3209,36.82,0.01628,25.81,0.06618,45.24,0.0063,25.0,0.0063,41.67,0.05305,42.57,0.01418,37.04,0.01313,48.0
Cam Thomas,75.0,G,BKN,65,1166,2455,23.1,24.0,18.1,14.7,15.2,22.3,16.4,21.6,0.411,0.45377,0.00204,0.03707,0.022,0.22974,51.83,26.74,83.5,15.2,0.132,0.236,0.288,0.01,0.404,0.064,0.28,0.188,0.154,58.2,30.4,27.6,50.2,28.4,71.6,0.164,0.124,0.244,0.0,0.0,0.304,0.096,0.0,0.024,0.0,0.12057,29.7,3.49,2.85,0.00489,0.0,0.00692,0.833,0.0,0.941,0.01853,0.01601,0.13808,20.5,8.3,0.00858,0.0283,0.00686,0.04545,0.01887,0.0,0.08919,0.08834,0.27444,0.42281,0.47084,55.35,0.30399,66.62,0.15987,44.06,0.12141,41.98,34.11,0.10519,40.09,0.30816,32.18,0.01251,40.74,0.04032,49.43,0.0,,0.0,,0.04912,38.68,0.01297,32.14,0.00741,50.0
Matisse Thybulle,77.0,G-F,PHI,64,1625,3273,10.6,14.1,5.1,10.6,9.0,5.6,7.3,10.2,0.31317,0.26551,0.00642,0.02933,0.01161,0.11305,66.67,31.21,79.07,9.2,0.43197,0.07143,0.01701,0.0034,0.01701,0.2517,0.22789,0.44218,0.03401,26.5,4.5,16.67,6.8,87.41,12.59,0.20408,0.0,0.0,0.04422,0.0,0.46259,0.0,0.21088,0.0,0.04082,0.01589,46.2,1.29,0.54,0.00672,0.00031,0.04675,0.455,0.0,0.876,0.01876,0.01885,0.08985,24.7,9.7,0.008,0.06892,0.04246,0.14585,0.02154,0.00062,0.10462,0.06954,0.30585,0.41046,0.44985,52.79,0.32233,65.85,0.18713,40.07,0.15205,40.5,32.22,0.0829,30.29,0.2549,32.93,0.01101,43.75,0.07534,42.01,0.00585,47.06,0.00516,46.67,0.04747,27.54,0.0203,33.9,0.0203,37.29
Obi Toppin,81.0,F,NYK,70,1152,2334,21.0,17.1,20.2,23.5,13.2,23.6,18.8,22.1,0.57198,0.47515,0.01757,0.03728,0.02228,0.24464,65.34,27.4,74.79,15.6,0.55792,0.06856,0.0331,0.01182,0.02128,0.17258,0.16785,0.3357,0.00709,18.8,0.0,19.86,6.62,78.25,21.51,0.19149,0.0,0.0,0.08274,0.04965,0.42317,0.0,0.1253,0.0,0.08274,0.0497,26.7,1.48,0.59,0.02185,0.01457,0.07841,0.784,0.412,1.093,0.02039,0.01799,0.22049,29.1,5.8,0.05469,0.01997,0.02778,0.03819,0.0217,0.0,0.10764,0.11024,0.28733,0.42882,0.45312,50.7,0.28296,61.43,0.14519,40.82,0.1358,38.18,33.03,0.10568,35.05,0.3284,32.78,0.01383,32.14,0.00741,33.33,0.00988,55.0,0.00444,33.33,0.06667,32.59,0.0079,31.25,0.0,
