Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg
"Garrett Temple, Gary Clark, Jaxson Hayes, Nickeil Alexander-Walker, Jose Alvarado",NOP,19,8,92.7,102.6,-9.9
"Harrison Barnes, Alex Len, Buddy Hield, De'Aaron Fox, Marvin Bagley III",SAC,19,7,137.2,114.6,22.6
"Harrison Barnes, Maurice Harkless, Alex Len, De'Aaron Fox, Tyrese Haliburton",SAC,19,5,117.1,102.3,14.7
"Harrison Barnes, Maurice Harkless, Richaun Holmes, Buddy Hield, De'Aaron Fox",SAC,19,4,90.2,139.0,-48.8
"Harrison Barnes, Richaun Holmes, Marvin Bagley III, Terence Davis, Tyrese Haliburton",SAC,19,2,95.3,133.3,-38.0
"Harrison Barnes, Trey Lyles, Damian Jones, De'Aaron Fox, Davion Mitchell",SAC,19,4,107.5,104.8,2.7
"Ish Smith, Tomas Satoransky, Kristaps Porzingis, Rui Hachimura, Corey Kispert",WAS,19,4,122.5,127.9,-5.4
"Jimmy Butler, Cody Martin, Duncan Robinson, Tyler Herro, Omer Yurtseven",MIA,19,3,135.0,110.0,25.0
"Josh Green, Austin Rivers, Will Barton, Aaron Gordon, Monte Morris",DEN,19,3,113.5,105.1,8.4
"Josh Jackson Jr., Ja Morant, Brandon Clarke, John Konchar, Desmond Bane",MEM,19,5,116.7,116.7,0.0
"Jake Layman, Josh Okogie, Jaylen Nowell, Leandro Bolmaro, Nathan Knight",MIN,19,6,106.7,86.4,20.3
"JaVale McGee, Cameron Payne, Torrey Craig, Mikal Bridges, Landry Shamet",PHX,19,6,142.1,86.5,55.6
"Khem Birch, OG Anunoby, Chris Boucher, Gary Trent Jr., Dalano Banton",TOR,19,6,97.7,102.6,-4.9
"Kevin Durant, Goran Dragic, Jalen Johnson, Patty Mills, Nic Claxton",BKN,19,8,102.5,112.2,-9.7
"Kevin Durant, Goran Dragic, Kyrie Irving, Andre Drummond, Bruce Brown",BKN,19,3,118.6,116.3,2.3
"Kevin Love, Ricky Rubio, Lauri Markkanen, Darius Garland, Dean Wade",CLE,19,2,120.9,86.4,34.6
"Kenrich Williams, Darius Bazley, Aleksej Pokusevski, Tre Mann, Josh Giddey",OKC,19,3,92.1,141.0,-48.9
"Kenrich Williams, Darius Bazley, Luguentz Dort, Tre Mann, Josh Giddey",OKC,19,3,142.1,129.7,12.4
"LaMarcus Aldridge, Kevin Durant, James Harden, Bruce Brown, Cam Thomas",BKN,19,6,116.7,114.0,2.7
"LeBron James, Avery Bradley, Stanley Johnson, Malik Monk, Talen Horton-Tucker",LAL,19,9,112.8,114.6,-1.8
"LeBron James, Carmelo Anthony, Dwight Howard, Russell Westbrook, Malik Monk",LAL,19,7,86.4,111.6,-25.3
"LeBron James, Carmelo Anthony, Russell Westbrook, Wayne Ellington, Isaiah Thomas",LAL,19,3,122.7,97.8,24.9
"LeBron James, Dwight Howard, Russell Westbrook, Wenyen Gabriel, Austin Reaves",LAL,19,2,100.0,105.0,-5.0
"Lance Stephenson, Buddy Hield, Oshae Brissett, Tyrese Haliburton, Jalen Smith",IND,19,5,94.6,91.9,2.7
"Lance Stephenson, Jeremy Lamb, Domantas Sabonis, Torrey Craig, Oshae Brissett",IND,19,2,105.3,86.8,18.4
"Lou Williams, Bojan Bogdanovic, Delon Wright, Kevin Knox II, Onyeka Okongwu",ATL,19,3,130.2,116.3,14.0
"Montrezl Harrell, Terry Rozier, Miles Bridges, P.J. Washington, LaMelo Ball",CHA,19,7,102.6,105.1,-2.5
"Mike Muscala, Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Josh Giddey",OKC,19,7,117.4,105.1,12.3
"Mason Plumlee, Kelly Oubre Jr., Miles Bridges, Cody Martin, LaMelo Ball",CHA,19,10,83.3,97.7,-14.4
"Nikola Vucevic, Zach LaVine, Alex Caruso, Coby White, Josh Green",CHI,19,8,122.5,95.0,27.5
"Nikola Vucevic, Zach LaVine, Matt Thomas, Josh Green, Ayo Dosunmu",CHI,19,5,126.2,87.8,38.4
"Patrick Beverley, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Anthony Edwards",MIN,19,8,102.3,127.3,-24.9
"Patty Mills, Andre Drummond, Seth Curry, Bruce Brown, Kessler Edwards",BKN,19,2,120.0,110.5,9.5
"Patty Millsap, Kevin Durant, Patty Mills, Bruce Brown, Cam Thomas",BKN,19,6,111.9,126.8,-14.9
"Pascal Siakam, Chris Boucher, Gary Trent Jr., Precious Achiuwa, Malachi Flynn",TOR,19,6,116.3,95.3,20.9
"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Justin Champagnie",TOR,19,5,150.0,102.8,47.2
"Rudy Gay, Bogdan Bogdanovic, Joe Ingles, Royce O'Neale, Donovan Mitchell",UTA,19,6,104.5,134.9,-30.3
"Richaun Holmes, Buddy Hield, Chimezie Metu, Tyrese Haliburton, Davion Mitchell",SAC,19,5,100.0,90.0,10.0
"Raul Neto, Montrezl Harrell, Kyle Kuzma, Rui Hachimura, Corey Kispert",WAS,19,4,76.3,135.9,-59.6
"Stephen Curry, Draymond Green, Andrew Wiggins, Damion Lee, Juan Toscano-Anderson",GSW,19,5,97.5,102.5,-5.0
"Shai Gilgeous-Alexander, Darius Bazley, Theo Maledon, Tre Mann, .O. Sarr",OKC,19,3,120.5,145.0,-24.5
"Serge Ibaka, Eric Bledsoe, Luke Kennard, Tre Mann, Brandon Boston Jr.",LAC,19,5,87.5,107.3,-19.8
"Taj Gibson, Alec Burks, Evan Fournier, Julius Randle, Immanuel Quickley",NYK,19,7,135.1,54.1,81.1
"Tobias Harris, Andre Drummond, Seth Curry, Shake Milton, Tyrese Maxey",PHI,19,4,78.0,100.0,-22.0
"Tyus Jones, Dillon Brooks, Josh Jackson Jr., Brandon Clarke, John Konchar",MEM,19,5,143.6,116.3,27.3
"Tyus Jones, Dillon Brooks, Josh Jackson Jr., Brandon Clarke, Ziaire Williams",MEM,19,4,102.3,86.4,16.0
"Trey Lyles, Josh Jackson, Frank Jackson, Saddiq Bey, Saben Lee",DET,19,3,108.3,97.3,11.0
"Andre Drummond, Georges Niang, Furkan Korkmaz, Shake Milton, Tyrese Maxey",PHI,18,6,97.6,112.8,-15.3
"Al Horford, Dennis Schroder, Josh Richardson, Jayson Tatum, Romeo Langford",BOS,18,7,121.6,81.1,40.5
"Bojan Bogdanovic, John Collins, Kevin Huerter, Trae Young, Cam Reddish",ATL,18,5,87.2,94.4,-7.3
"Bruno Fernando, Garrison Mathews, Daishen Nix, Kenyon Martin Jr., Josh Christopher",HOU,18,4,89.2,77.8,11.4
"Brook Lopez, Jrue Holiday, Wesley Matthews, Bobby Portis, Grayson Allen",MIL,18,3,117.5,89.7,27.8
"Ben McLemore, Kris Dunn, Drew Eubanks, CJ Elleby, Keon Johnson",POR,18,4,78.9,102.7,-23.8
"Carmelo Anthony, Russell Westbrook, Stanley Johnson, Talen Horton-Tucker, Austin Reaves",LAL,18,4,136.8,105.7,31.1
"Cody Martin, Duncan Robinson, Gabe Vincent, Tyler Herro, Omer Yurtseven",MIA,18,2,131.6,92.3,39.3
"Cody Martin, Gabe Vincent, Max Strus, .K. Okpala, Omer Yurtseven",MIA,18,7,122.2,97.2,25.0
"Cedi Osman, Lauri Markkanen, Darius Garland, Isaac Okoro, Evan Mobley",CLE,18,6,94.9,112.2,-17.3
"DeMar DeRozan, Nikola Vucevic, Matt Thomas, Josh Green, Ayo Dosunmu",CHI,18,4,121.6,135.3,-13.7
"DeMar DeRozan, Tristan Thompson, Damian Jones Jr., Coby White, Ayo Dosunmu",CHI,18,8,120.9,93.2,27.7
"Damian Lillard, CJ McCollum, .C. Zeller, Robert Covington, Norman Powell",POR,18,7,117.1,148.6,-31.5
"Dejounte Murray, Lonnie Walker IV, Jock Landale, Keon Johnson, Devin Vassell",SAS,18,7,115.4,117.1,-1.7
"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Anthony Edwards",MIN,18,6,86.5,130.3,-43.8
"Dennis Schroder, Kevin Porter Jr., Josh Green, Kenyon Martin Jr., Alperen Sengun",HOU,18,8,100.0,100.0,0.0
"Dennis Schroder, Marcus Smart, Jayson Tatum, Robert Williams III, Romeo Langford",BOS,18,3,94.4,102.9,-8.4
".E. Freedom, Dennis Schroder, Marcus Smart, Jaylen Brown, Jayson Tatum",BOS,18,3,100.0,102.7,-2.7
"Eric Gordon, Christian Wood, Armoni Brooks, Garrison Mathews, Kenyon Martin Jr.",HOU,18,5,110.3,100.0,10.3
"Eric Gordon, Christian Wood, Daniel Theis, Kevin Porter Jr., Jae'Sean Tate",HOU,18,6,79.5,61.1,18.4
"Fred VanVleet, OG Anunoby, Chris Boucher, Precious Achiuwa, Justin Champagnie",TOR,18,3,81.1,103.0,-21.9
"George Hill, Jrue Holiday, Bobby Portis, Pat Connaughton, Grayson Allen",MIL,18,7,110.8,119.4,-8.6
"Garrett Temple, Brandon Ingram, Jaxson Hayes, Nickeil Alexander-Walker, Jose Alvarado",NOP,18,7,110.5,107.7,2.8
"Garrett Temple, Jonas Valanciunas, Tomas Satoransky, Brandon Ingram, Josh Hart",NOP,18,4,72.7,124.3,-51.6
"Garrett Temple, Tomas Satoransky, Jaxson Hayes, Nickeil Alexander-Walker, Herbert Jones",NOP,18,5,111.8,120.0,-8.2
"Harrison Barnes, Alex Len, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,18,6,110.5,110.8,-0.3
"Harrison Barnes, Alex Len, De'Aaron Fox, Tyrese Haliburton, Davion Mitchell",SAC,18,6,73.2,135.9,-62.7
"Hassan Whiteside, Eric Paschall, Elijah Hughes, Jimmy Butler, Trent Forrest",UTA,18,3,113.9,118.9,-5.0
"Isaiah Roby, Theo Maledon, Aleksej Pokusevski, Vit Krejci, Lindy Waters III",OKC,18,5,118.9,108.3,10.6
"Ish Smith, Kentavious Caldwell-Pope, Kristaps Porzingis, Rui Hachimura, Deni Avdija",WAS,18,9,73.5,144.4,-70.9
"Ish Smith, Tomas Satoransky, Thomas Bryant, Rui Hachimura, Corey Kispert",WAS,18,3,124.2,79.4,44.8
"Jimmy Butler, Bam Adebayo, Cody Martin, Max Strus, Tyler Herro",MIA,18,6,121.6,74.3,47.3
"Josh Green, Kenyon Martin Jr., Jae'Sean Tate, Josh Christopher, Alperen Sengun",HOU,18,4,115.4,110.0,5.4
"Jaylen Hoard, Isaiah Roby, Theo Maledon, Vit Krejci, Aaron Wiggins",OKC,18,2,76.5,123.5,-47.1
"Josh Jackson Jr., De'Anthony Melton, Ja Morant, Brandon Clarke, Desmond Bane",MEM,18,9,131.7,70.0,61.7
"JaVale McGee, Devin Booker, Torrey Craig, Mikal Bridges, Aaron Holiday",PHX,18,7,105.0,139.5,-34.5
"JaVale McGee, Elfrid Payton, Devin Booker, Landry Shamet, Cameron Johnson",PHX,18,5,85.7,123.8,-38.1
"Justise Winslow, Josh Hart, Drew Eubanks, Brandon Williams, Trendon Watford",POR,18,2,116.7,143.2,-26.6
"Khem Birch, Pascal Siakam, Fred VanVleet, Chris Boucher, Scottie Barnes",TOR,18,5,91.4,108.8,-17.4
"Kevin Durant, Kyrie Irving, Seth Curry, Bruce Brown, Nic Claxton",BKN,18,7,118.4,71.8,46.6
"Kevin Durant, Patty Mills, Bruce Brown, Nic Claxton, Cam Thomas",BKN,18,4,141.7,61.1,80.6
"Kevin Love, Cedi Osman, Jarrett Allen, Darius Garland, Isaac Okoro",CLE,18,8,126.2,111.4,14.8
"Kevin Love, Ricky Rubio, Cedi Osman, Jarrett Allen, Darius Garland",CLE,18,7,93.2,67.4,25.7
"Kyle Lowry, Monte Morris, Bam Adebayo, Cody Martin, Tyler Herro",MIA,18,3,152.6,118.9,33.7
"Kemba Walker, Julius Randle, Mitchell Robinson, RJ Barrett, Quentin Grimes",NYK,18,3,46.2,94.9,-48.7
"Monte Morris, Dewayne Dedmon, Gabe Vincent, Max Strus, Tyler Herro",MIA,18,3,114.3,120.9,-6.6
"Mike Muscala, Shai Gilgeous-Alexander, Luguentz Dort, Jeremiah Robinson-Earl, Josh Giddey",OKC,18,4,116.7,133.3,-16.7
"Mason Plumlee, Terry Rozier, Miles Bridges, Cody Martin, Jalen McDaniels",CHA,18,7,81.8,108.6,-26.8
"Marcus Smart, Jaylen Brown, Jayson Tatum, Robert Williams III, Payton Pritchard",BOS,18,5,110.5,111.1,-0.6
"Nikola Vucevic, Zach LaVine, Damian Jones Jr., Alex Caruso, Ayo Dosunmu",CHI,18,7,117.9,150.0,-32.1
"Paul George, Eric Bledsoe, Reggie Jackson, Ivica Zubac, Tre Mann",LAC,18,5,85.4,107.3,-22.0
"Pascal Siakam, Gary Trent Jr., Armoni Brooks, Precious Achiuwa, Scottie Barnes",TOR,18,2,110.8,128.9,-18.1
"P.J. Tucker, Bam Adebayo, Duncan Robinson, Gabe Vincent, Tyler Herro",MIA,18,6,94.4,102.8,-8.3
"Rodney McGruder, Trey Lyles, Josh Jackson, Frank Jackson, Killian Hayes",DET,18,2,120.0,112.2,7.8
"Steven Adams, De'Anthony Melton, Ja Morant, Brandon Clarke, Desmond Bane",MEM,18,6,124.3,129.7,-5.4
"Steven Adams, Kyle Anderson, Ja Morant, John Konchar, Ziaire Williams",MEM,18,4,122.5,89.7,32.8
"Steven Adams, Kyle Anderson, Ja Morant, Killian Tillie, Desmond Bane",MEM,18,2,143.2,125.6,17.6
"Stephen Curry, Nemanja Bjelica, Klay Thompson, Damion Lee, Jonathan Kuminga",GSW,18,4,102.4,111.9,-9.5
"Spencer Dinwiddie, Dorian Finney-Smith, Maxi Kleber, Luka Doncic, Josh Green",DAL,18,8,90.0,124.3,-34.3
"Serge Ibaka, Monte Morris Sr., Reggie Jackson, Luke Kennard, Tre Mann",LAC,18,2,91.9,94.6,-2.7
"Serge Ibaka, Nicolas Batum, Eric Bledsoe, Tre Mann, Brandon Boston Jr.",LAC,18,4,84.2,86.8,-2.6
"Taj Gibson, Evan Fournier, Julius Randle, RJ Barrett, Immanuel Quickley",NYK,18,7,122.5,81.0,41.5
"Taj Gibson, Quentin Grimes, Immanuel Quickley, Miles McBride, Jericho Sims",NYK,18,3,133.3,112.1,21.2
"T.J. McConnell, Myles Turner, Domantas Sabonis, Malcolm Brogdon, Chris Duarte",IND,18,6,107.5,90.2,17.3
"Terrence Ross, Gary Harris, .T. Frazier, Wendell Carter Jr., Franz Wagner",ORL,18,2,110.0,116.2,-6.2
"Terrence Ross, Wendell Carter Jr., Cole Anthony, Franz Wagner, Jalen Suggs",ORL,18,7,110.0,118.6,-8.6
"Tristan Thompson, Harrison Barnes, De'Aaron Fox, Terence Davis, Tyrese Haliburton",SAC,18,2,147.4,136.8,10.5
"Trae Young, Chris Boucher, Armoni Brooks, Precious Achiuwa, Scottie Barnes",TOR,18,4,88.9,114.7,-25.8
"Zach Collins, Keon Johnson, Devin Vassell, Tre Jones, Joshua Primo",SAS,18,3,129.7,77.8,52.0
"Bradley Beal, Kentavious Caldwell-Pope, Spencer Dinwiddie, Kyle Kuzma, Thomas Bryant",WAS,17,3,109.1,114.7,-5.6
"Bogdan Bogdanovic, Jordan Clarkson, Royce O'Neale, Donovan Mitchell, Udoka Azubuike",UTA,17,5,135.1,100.0,35.1
"Brook Lopez, George Hill, Khris Middleton, Giannis Antetokounmpo, Grayson Allen",MIL,17,3,126.3,102.5,23.8
"Brook Lopez, Jrue Holiday, Khris Middleton, Bobby Portis, Grayson Allen",MIL,17,4,118.4,125.0,-6.6
"Ben McLemore, CJ McCollum, Tony Snell, .D. Smith Jr., Trendon Watford",POR,17,4,97.1,144.1,-47.0
"Ben McLemore, Drew Eubanks, CJ Elleby, Brandon Williams, Keon Johnson",POR,17,3,113.5,131.3,-17.7
"Carmelo Anthony, Russell Westbrook, Stanley Johnson, Malik Monk, Austin Reaves",LAL,17,10,123.3,123.1,0.2
"Carmelo Anthony, Russell Westbrook, Wayne Ellington, Anthony Davis, Malik Monk",LAL,17,8,107.7,135.1,-27.4
"Clint Capela, Bojan Bogdanovic, John Collins, Trae Young, Cam Reddish",ATL,17,7,102.4,137.5,-35.1
"Clint Capela, Delon Wright, John Collins, Kevin Huerter, De'Andre Hunter",ATL,17,2,83.8,97.4,-13.6
"Cory Joseph, Kelly Olynyk, Trey Lyles, Josh Jackson, Hamidou Diallo",DET,17,2,100.0,86.8,13.2
"CJ McCollum, Robert Covington, Jusuf Nurkic, Norman Powell, .D. Smith Jr.",POR,17,3,118.9,162.2,-43.2
"Chris Paul, Jae Crowder, Devin Booker, Mikal Bridges, Cameron Johnson",PHX,17,17,101.9,98.2,3.7
"Christian Wood, Kevin Porter Jr., Josh Green, Kenyon Martin Jr., Jae'Sean Tate",HOU,17,5,126.3,94.9,31.4
"DeMar DeRozan, Lonzo Ball, Tony Bradley, Coby White, Ayo Dosunmu",CHI,17,5,107.9,132.4,-24.5
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Troy Brown Jr., Coby White",CHI,17,4,92.1,75.7,16.4
"Danilo Gallinari, Bojan Bogdanovic, Delon Wright, John Collins, Trae Young",ATL,17,9,87.2,89.2,-2.0
"Danny Green, Tobias Harris, Joel Embiid, Georges Niang, Tyrese Maxey",PHI,17,9,92.1,68.4,23.7
"Doug McDermott, Dejounte Murray, Jock Landale, Keon Johnson, Devin Vassell",SAS,17,2,122.9,119.4,3.4
"Dejounte Murray, Jakob Poeltl, Bryn Forbes, Keita Bates-Diop, Lonnie Walker IV",SAS,17,7,133.3,84.6,48.7
"Dejounte Murray, Jakob Poeltl, Bryn Forbes, Keon Johnson, Devin Vassell",SAS,17,8,107.9,137.5,-29.6
"David Nwaba, Daniel Theis, Kevin Porter Jr., Josh Green, Jae'Sean Tate",HOU,17,3,132.4,102.8,29.7
"Derrick White, Lonnie Walker IV, Drew Eubanks, Keon Johnson, Devin Vassell",SAS,17,7,82.1,78.0,4.0
".E. Freedom, Josh Richardson, Jayson Tatum, Grant Williams, Payton Pritchard",BOS,17,6,94.4,132.4,-38.0
"Frank Jackson, Killian Hayes, Saddiq Bey, Isaiah Stewart, Cade Cunningham",DET,17,7,126.5,83.8,42.7
"Gordon Hayward, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin",CHA,17,8,123.1,92.9,30.2
"Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed, Isaiah Joe",PHI,17,5,94.3,126.5,-32.2
"Garrett Temple, Josh Hart, Devonte' Graham, Jaxson Hayes, Herbert Jones",NOP,17,6,82.5,139.0,-56.5
"Garrett Temple, Jonas Valanciunas, Brandon Ingram, Devonte' Graham, Nickeil Alexander-Walker",NOP,17,5,71.8,121.6,-49.8
"Garrett Temple, Jonas Valanciunas, Brandon Ingram, Josh Hart, Devonte' Graham",NOP,17,8,122.2,89.2,33.0
"Harrison Barnes, Buddy Hield, Damian Jones, De'Aaron Fox, Marvin Bagley III",SAC,17,6,97.3,64.1,33.2
"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Tyrese Haliburton, Davion Mitchell",SAC,17,7,90.0,111.1,-21.1
"Jimmy Butler, Dewayne Dedmon, Cody Martin, Duncan Robinson, Tyler Herro",MIA,17,9,110.8,91.4,19.4
"Jae Crowder, Devin Booker, Mikal Bridges, Landry Shamet, Deandre Ayton",PHX,17,5,125.0,114.6,10.4
"James Harden, Patty Mills, Kyrie Irving, Nic Claxton, Kessler Edwards",BKN,17,2,105.9,133.3,-27.5
"Juancho Hernangomez, Udoka Azubuike, Nickeil Alexander-Walker, Eric Paschall, Jimmy Butler",UTA,17,3,117.5,135.1,-17.6
"Jrue Holiday, DeMarcus Cousins, Khris Middleton, Giannis Antetokounmpo, Grayson Allen",MIL,17,4,138.5,138.5,0.0
"Justin Holiday, Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Chris Duarte",IND,17,4,102.6,90.0,12.6
"Justin Holiday, Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Torrey Craig",IND,17,5,125.0,107.9,17.1
"Jrue Holiday, Giannis Antetokounmpo, Pat Connaughton, .S. Ojeleye, Grayson Allen",MIL,17,5,80.5,114.0,-33.5
"Justin Holiday, T.J. McConnell, Myles Turner, Malcolm Brogdon, Torrey Craig",IND,17,8,111.1,115.0,-3.9
"Jonas Valanciunas, Larry Nance Jr., Devonte' Graham, Naji Marshall, Jose Alvarado",NOP,17,3,106.5,100.0,6.5
"Jonas Valanciunas, Tomas Satoransky, Brandon Ingram, Josh Hart, Herbert Jones",NOP,17,7,108.1,100.0,8.1
"Kyle Anderson, Ja Morant, Brandon Clarke, Desmond Bane, Ziaire Williams",MEM,17,4,88.1,131.0,-42.9
"Khem Birch, Fred VanVleet, OG Anunoby, Chris Boucher, Dalano Banton",TOR,17,4,138.9,65.7,73.2
"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Rui Hachimura, Deni Avdija",WAS,17,4,108.8,127.3,-18.4
"Kevin Durant, Blake Griffin, Patty Mills, Nic Claxton, David Duke Jr.",BKN,17,2,122.9,145.9,-23.1
"Kevin Durant, Patty Mills, Kyrie Irving, Bruce Brown, Nic Claxton",BKN,17,5,102.9,100.0,2.9
"Kevin Love, Cedi Osman, Lauri Markkanen, Jarrett Allen, Darius Garland",CLE,17,6,111.1,127.8,-16.7
"Kevin Love, Lauri Markkanen, Isaac Okoro, Evan Mobley, .K. Pangos",CLE,17,3,91.4,131.4,-40.0
"Kyle Lowry, Jimmy Butler, Bam Adebayo, Cody Martin, Tyler Herro",MIA,17,6,63.4,110.3,-46.8
"LaMarcus Aldridge, Kevin Durant, James Harden, Jalen Johnson, .D. Bembry",BKN,17,6,80.6,97.3,-16.7
"LeBron James, Carmelo Anthony, Russell Westbrook, Avery Bradley, Talen Horton-Tucker",LAL,17,6,146.3,105.1,41.2
"LeBron James, Carmelo Anthony, Russell Westbrook, Wayne Ellington, Malik Monk",LAL,17,6,144.7,128.6,16.2
"LeBron James, Carmelo Anthony, Wayne Ellington, Malik Monk, Talen Horton-Tucker",LAL,17,6,113.5,88.9,24.6
"LeBron James, Russell Westbrook, Avery Bradley, Anthony Davis, Stanley Johnson",LAL,17,3,100.0,118.9,-18.9
"Mo Bamba, Chuma Okeke, Cole Anthony, Franz Wagner, Jalen Suggs",ORL,17,3,87.2,97.4,-10.2
"Mo Bamba, Chuma Okeke, Ignas Brazdeikis, Cole Anthony, R.J. Hampton",ORL,17,3,70.3,136.1,-65.8
"Montrezl Harrell, Kelly Oubre Jr., P.J. Washington, LaMelo Ball, JT Thor",CHA,17,5,127.8,100.0,27.8
"Monte Morris Sr., Reggie Jackson, Ivica Zubac, Tre Mann, Brandon Boston Jr.",LAC,17,4,135.3,108.6,26.7
"Mike Muscala, Shai Gilgeous-Alexander, Kenrich Williams, Darius Bazley, Luguentz Dort",OKC,17,9,152.6,120.0,32.6
"Moritz Wagner, Chuma Okeke, Ignas Brazdeikis, Admiral Schofield, R.J. Hampton",ORL,17,2,88.6,106.1,-17.5
"Nicolas Batum, Reggie Jackson, Ivica Zubac, Luke Kennard, Amir Coffey",LAC,17,3,102.9,122.9,-20.0
"Nikola Vucevic, Zach LaVine, Coby White, Patrick Williams, Ayo Dosunmu",CHI,17,7,69.2,74.3,-5.1
"P.J. Tucker, Gabe Vincent, Max Strus, Tyler Herro, .K. Okpala",MIA,17,3,102.7,102.8,-0.1
"Reggie Bullock, Kristaps Porzingis, Sterling Brown, Maxi Kleber, Jalen Brunson",DAL,17,4,61.1,97.2,-36.1
"Reggie Bullock, Marquese Chriss, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,17,7,126.5,108.1,18.4
"Rudy Gay, Mike Conley, Hassan Whiteside, Jordan Clarkson, Joe Ingles",UTA,17,8,127.0,86.1,40.9
"Rudy Gobert, Jordan Clarkson, Joe Ingles, Royce O'Neale, Donovan Mitchell",UTA,17,7,140.0,116.1,23.9
"Reggie Jackson, Justise Winslow, Ivica Zubac, Luke Kennard, Tre Mann",LAC,17,3,105.6,116.7,-11.1
"Robin Lopez, Terrence Ross, Markelle Fultz, Moritz Wagner, Ignas Brazdeikis",ORL,17,2,97.1,111.8,-14.7
"Steven Adams, Ja Morant, Brandon Clarke, Desmond Bane, Ziaire Williams",MEM,17,7,132.4,117.5,14.9
"Steven Adams, Tyus Jones, De'Anthony Melton, Brandon Clarke, Ziaire Williams",MEM,17,4,84.2,89.5,-5.3
"Serge Ibaka, Jrue Holiday, Khris Middleton, Bobby Portis, Grayson Allen",MIL,17,4,81.1,91.2,-10.1
"Thanasis Antetokounmpo, .J. Robinson, Jordan Nwora, Sandro Mamukelashvili, .B. Kalaitzakis",MIL,17,6,75.0,97.3,-22.3
"Tobias Harris, Andre Drummond, Georges Niang, Furkan Korkmaz, Tyrese Maxey",PHI,17,6,108.3,100.0,8.3
"Tobias Harris, Joel Embiid, Georges Niang, Shake Milton, Tyrese Maxey",PHI,17,7,111.1,100.0,11.1
"Tyus Jones, Josh Jackson Jr., Ja Morant, Brandon Clarke, Desmond Bane",MEM,17,6,118.4,84.2,34.2
"Terrence Ross, Gary Harris, Mo Bamba, Cole Anthony, Franz Wagner",ORL,17,8,103.2,106.5,-3.2
"Terrence Ross, Mo Bamba, Cole Anthony, Franz Wagner, Jalen Suggs",ORL,17,5,113.5,97.1,16.4
"Terrence Ross, Mo Bamba, Chuma Okeke, R.J. Hampton, Franz Wagner",ORL,17,4,76.3,100.0,-23.7
"Willy Hernangomez, Josh Hart, Devonte' Graham, Nickeil Alexander-Walker, Herbert Jones",NOP,17,4,132.4,118.9,13.5
"Aaron Gordon, Nikola Jokic, Monte Morris, Zeke Nnaji, Facundo Campazzo",DEN,16,6,125.0,121.1,3.9
"Andre Iguodala, Nemanja Bjelica, Klay Thompson, Otto Porter Jr., Gary Payton II",GSW,16,2,90.6,103.2,-12.6
"Andre Iguodala, Stephen Curry, Nemanja Bjelica, Damion Lee, Juan Toscano-Anderson",GSW,16,2,142.4,121.2,21.2
"Andre Iguodala, Stephen Curry, Otto Porter Jr., Damion Lee, Jonathan Kuminga",GSW,16,2,93.8,66.7,27.1
"Buddy Hield, Damian Jones, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,16,3,115.6,134.4,-18.8
"Buddy Hield, Oshae Brissett, Tyrese Haliburton, Chris Duarte, Isaiah Jackson",IND,16,3,150.0,97.0,53.0
"Brandon Ingram, Jaxson Hayes, Nickeil Alexander-Walker, Herbert Jones, Jose Alvarado",NOP,16,5,176.7,109.7,67.0
"Ben McLemore, Brandon Williams, Greg Brown III, Keon Johnson, Trendon Watford",POR,16,5,44.4,122.2,-77.8
"Ben McLemore, Josh Hart, Brandon Williams, Greg Brown III, Trendon Watford",POR,16,5,91.4,119.4,-28.0
"Carmelo Anthony, Russell Westbrook, Anthony Davis, Kent Bazemore, Malik Monk",LAL,16,6,105.4,100.0,5.4
"Clint Capela, Delon Wright, John Collins, Kevin Huerter, Trae Young",ATL,16,5,118.8,123.3,-4.6
"Cory Joseph, Jerami Grant, Frank Jackson, Saddiq Bey, Cade Cunningham",DET,16,3,91.2,97.1,-5.9
"Cory Joseph, Jerami Grant, Trey Lyles, Frank Jackson, Hamidou Diallo",DET,16,8,110.5,107.9,2.6
"Christian Wood, Danuel House Jr., Kevin Porter Jr., Armoni Brooks, Garrison Mathews",HOU,16,3,111.8,108.1,3.7
"Davis Bertans, Spencer Dinwiddie, Dwight Powell, Jalen Brunson, Josh Green",DAL,16,5,121.9,137.5,-15.6
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Alex Caruso, Coby White",CHI,16,6,111.8,145.5,-33.7
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Troy Brown Jr., Ayo Dosunmu",CHI,16,6,112.1,113.9,-1.8
