Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg
"George Hill, Khris Middleton, Bobby Portis, Pat Connaughton, Grayson Allen",MIL,37,15,84.1,102.4,-18.3
"Hassan Whiteside, Bogdan Bogdanovic, Jordan Clarkson, Royce O'Neale, Trent Forrest",UTA,37,6,101.3,112.5,-11.3
".J. Anderson, Buddy Hield, Goga Bitadze, Oshae Brissett, Tyrese Haliburton",IND,37,4,94.9,113.8,-18.8
"Josh Green, Austin Rivers, Will Barton, Nikola Jokic, Monte Morris",DEN,37,11,103.8,121.1,-17.2
"James Harden, Danny Green, Tobias Harris, Joel Embiid, Tyrese Maxey",PHI,37,10,100.0,117.7,-17.7
"Jalen Johnson, Patty Mills, Andre Drummond, Seth Curry, Bruce Brown",BKN,37,4,111.1,113.7,-2.6
"Jakob Poeltl, Keon Johnson, Devin Vassell, Tre Jones, Joshua Primo",SAS,37,8,116.7,109.6,7.0
"Kyle Anderson, Josh Jackson Jr., Ja Morant, Desmond Bane, Ziaire Williams",MEM,37,8,105.8,112.9,-7.1
"Kevin Love, Caris LeVert, Lauri Markkanen, Darius Garland, Isaac Okoro",CLE,37,8,113.2,105.1,8.1
"Kyle Lowry, Monte Morris, Bam Adebayo, Max Strus, Tyler Herro",MIA,37,6,117.1,82.5,34.6
"Robert Covington, Jusuf Nurkic, Norman Powell, Anfernee Simons, Nassir Little",POR,37,3,104.3,131.8,-27.5
"Reggie Jackson, Robert Covington, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,37,8,108.3,102.8,5.6
"Ricky Rubio, Lauri Markkanen, Jarrett Allen, Collin Sexton, Evan Mobley",CLE,37,8,87.2,90.9,-3.7
"Alec Burks, Nerlens Noel, Quentin Grimes, Obi Toppin, Immanuel Quickley",NYK,36,7,126.7,125.7,1.0
"Al Horford, Jayson Tatum, Derrick White, Grant Williams, Payton Pritchard",BOS,36,10,117.4,78.9,38.4
"Bradley Beal, Kentavious Caldwell-Pope, Spencer Dinwiddie, Daniel Gafford, Deni Avdija",WAS,36,4,100.0,119.5,-19.5
"D.J. Augustin, Garrison Mathews, Kenyon Martin Jr., Josh Christopher, Alperen Sengun",HOU,36,7,113.8,116.9,-3.1
"DeMar DeRozan, Nikola Vucevic, Alex Caruso, Coby White, Ayo Dosunmu",CHI,36,6,115.0,84.8,30.2
"Fred VanVleet, Chris Boucher, Gary Trent Jr., Precious Achiuwa, Scottie Barnes",TOR,36,14,101.3,98.7,2.6
"Josh Green, Austin Rivers, Zeke Nnaji, Facundo Campazzo, Bones Hyland",DEN,36,4,121.6,120.8,0.8
"James Harden, Jalen Johnson, Patty Mills, .D. Bembry, Nic Claxton",BKN,36,7,105.3,81.1,24.3
"Jonas Valanciunas, Tomas Satoransky, Brandon Ingram, Josh Hart, Nickeil Alexander-Walker",NOP,36,7,104.1,117.3,-13.2
"Khem Birch, Fred VanVleet, OG Anunoby, Gary Trent Jr., Scottie Barnes",TOR,36,9,112.0,134.2,-22.2
"Kyle Lowry, P.J. Tucker, Bam Adebayo, Max Strus, Tyler Herro",MIA,36,8,123.1,116.5,6.6
"Lauri Markkanen, Jarrett Allen, Brandon Goodwin, Isaac Okoro, Evan Mobley",CLE,36,6,104.2,90.3,13.9
"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Scottie Barnes",TOR,36,6,112.9,110.0,2.9
"Reggie Bullock, Dwight Powell, Dorian Finney-Smith, Maxi Kleber, Luka Doncic",DAL,36,13,105.6,108.0,-2.4
"Rudy Gay, Hassan Whiteside, Jordan Clarkson, Joe Ingles, Donovan Mitchell",UTA,36,11,105.7,121.3,-15.6
"Ricky Rubio, Ed Davis, Darius Garland, Dean Wade, Isaac Okoro",CLE,36,2,102.8,101.4,1.4
"Tomas Satoransky, Kentavious Caldwell-Pope, Kristaps Porzingis, Rui Hachimura, Deni Avdija",WAS,36,8,97.5,104.9,-7.4
"Al Horford, Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard",BOS,35,11,121.4,95.9,25.5
"Al Horford, Marcus Smart, Jaylen Brown, Derrick White, Grant Williams",BOS,35,8,100.0,106.9,-6.9
"Bradley Beal, Kentavious Caldwell-Pope, Kyle Kuzma, Aaron Holiday, Daniel Gafford",WAS,35,6,117.6,116.9,0.7
"Buddy Hield, Oshae Brissett, Tyrese Haliburton, Isaiah Jackson, Terry Taylor",IND,35,5,138.2,125.0,13.2
"Cory Joseph, Rodney McGruder, Jerami Grant, Saddiq Bey, Isaiah Stewart",DET,35,7,75.3,108.5,-33.1
"Caris LeVert, Lauri Markkanen, Darius Garland, Isaac Okoro, Lamar Stevens",CLE,35,7,129.2,127.9,1.2
"Danny Green, Tobias Harris, Seth Curry, Joel Embiid, Furkan Korkmaz",PHI,35,6,98.7,119.2,-20.5
".E. Freedom, Dennis Schroder, Josh Richardson, Jayson Tatum, Grant Williams",BOS,35,9,108.5,88.7,19.7
"Gordon Hayward, Mason Plumlee, Miles Bridges, Cody Martin, LaMelo Ball",CHA,35,16,110.5,116.7,-6.2
"Kentavious Caldwell-Pope, Spencer Dinwiddie, Kyle Kuzma, Thomas Bryant, Aaron Holiday",WAS,35,3,82.2,140.3,-58.1
"Killian Hayes, Saddiq Bey, Isaiah Stewart, Isaiah Livers, Cade Cunningham",DET,35,3,98.6,124.7,-26.0
"Kevin Love, Ricky Rubio, Cedi Osman, Darius Garland, Evan Mobley",CLE,35,7,94.9,81.5,13.4
"Kelly Oubre Jr., Miles Bridges, Cody Martin, P.J. Washington, LaMelo Ball",CHA,35,14,122.5,108.8,13.8
"Klay Thompson, Otto Porter Jr., Andrew Wiggins, Kevon Looney, Jordan Poole",GSW,35,7,126.0,111.0,15.1
"Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Jordan McLaughlin, Anthony Edwards",MIN,35,11,113.9,82.9,31.0
"Kemba Walker, Alec Burks, Evan Fournier, Julius Randle, Mitchell Robinson",NYK,35,7,116.9,94.4,22.5
"Lauri Markkanen, Jarrett Allen, Darius Garland, Dean Wade, Isaac Okoro",CLE,35,3,117.1,108.6,8.6
"Marvin Bagley III, Killian Hayes, Saddiq Bey, Isaiah Stewart, Cade Cunningham",DET,35,7,120.5,127.0,-6.5
"Mike Conley, Bogdan Bogdanovic, Rudy Gobert, Joe Ingles, Donovan Mitchell",UTA,35,10,108.0,78.9,29.1
"Mason Plumlee, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin",CHA,35,11,94.7,105.6,-10.9
"Nicolas Batum, Eric Bledsoe, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,35,10,102.7,106.8,-4.1
"Nikola Vucevic, Zach LaVine, Alex Caruso, Josh Green, Ayo Dosunmu",CHI,35,9,91.8,130.6,-38.8
"Pascal Siakam, Fred VanVleet, Chris Boucher, Precious Achiuwa, Scottie Barnes",TOR,35,10,97.1,121.1,-24.0
"Reggie Bullock, Spencer Dinwiddie, Dwight Powell, Dorian Finney-Smith, Luka Doncic",DAL,35,10,117.9,123.1,-5.2
"Rodney Hood, Isaiah Hartenstein, .S. Ojeleye, Amir Coffey, Brandon Boston Jr.",LAC,35,4,129.2,122.5,6.6
"Steven Adams, Kyle Anderson, Tyus Jones, Dillon Brooks, Desmond Bane",MEM,35,6,108.3,90.4,17.9
"Tobias Harris, Joel Embiid, Georges Niang, Furkan Korkmaz, Tyrese Maxey",PHI,35,6,134.2,111.4,22.8
"Bradley Beal, Kentavious Caldwell-Pope, Montrezl Harrell, Kyle Kuzma, Aaron Holiday",WAS,34,5,112.3,118.3,-6.0
"Bojan Bogdanovic, Delon Wright, Trae Young, De'Andre Hunter, Onyeka Okongwu",ATL,34,13,107.9,87.0,20.9
"DeMar DeRozan, Nikola Vucevic, Troy Brown Jr., Josh Green, Ayo Dosunmu",CHI,34,4,128.2,118.3,9.9
"Fred VanVleet, OG Anunoby, Svi Mykhailiuk, Gary Trent Jr., Precious Achiuwa",TOR,34,8,94.4,115.5,-21.0
"Harrison Barnes, Justin Holiday, Domantas Sabonis, De'Aaron Fox, Donte DiVincenzo",SAC,34,7,106.2,112.0,-5.9
"Harrison Barnes, Trey Lyles, Domantas Sabonis, De'Aaron Fox, Donte DiVincenzo",SAC,34,6,115.7,83.8,31.9
"Justin Holiday, Caris LeVert, Torrey Craig, Chris Duarte, Terry Taylor",IND,34,2,107.0,128.2,-21.1
"Justin Holiday, T.J. McConnell, Myles Turner, Domantas Sabonis, Chris Duarte",IND,34,6,93.2,80.0,13.2
"Kelly Olynyk, Rodney McGruder, Trey Lyles, Frank Jackson, Killian Hayes",DET,34,3,90.5,132.9,-42.3
"Karl-Anthony Towns, Jarred Vanderbilt, Jaylen Nowell, Anthony Edwards, Jalen McDaniels",MIN,34,7,121.1,131.9,-10.9
"Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin, Jaylen Nowell",MIN,34,10,139.5,75.6,63.8
"LeBron James, Russell Westbrook, Avery Bradley, Anthony Davis, Kent Bazemore",LAL,34,4,98.7,97.4,1.3
"Lou Williams, Danilo Gallinari, Delon Wright, John Collins, Cam Reddish",ATL,34,9,107.1,121.7,-14.6
"Patrick Beverley, Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Jalen McDaniels",MIN,34,8,97.4,66.2,31.1
"Reggie Jackson, Luke Kennard, Isaiah Hartenstein, Amir Coffey, Tre Mann",LAC,34,9,74.2,89.7,-15.5
"Seth Curry, Joel Embiid, Georges Niang, Matisse Thybulle, Tyrese Maxey",PHI,34,10,95.7,79.2,16.5
"Tim Hardaway Jr., Dorian Finney-Smith, Maxi Kleber, Jalen Brunson, Luka Doncic",DAL,34,10,114.7,139.1,-24.4
"Terrence Ross, Gary Harris, Moritz Wagner, Chuma Okeke, Cole Anthony",ORL,34,13,125.7,93.2,32.5
"Al Horford, Marcus Smart, Jayson Tatum, Derrick White, Grant Williams",BOS,33,10,111.6,95.8,15.8
"Davis Bertans, Spencer Dinwiddie, Maxi Kleber, Jalen Brunson, Josh Green",DAL,33,10,110.9,86.2,24.8
"DeMar DeRozan, Nikola Vucevic, Alex Caruso, Lonzo Ball, Josh Green",CHI,33,4,111.7,97.3,14.4
"Danny Green, Joel Embiid, Georges Niang, Shake Milton, Tyrese Maxey",PHI,33,13,96.1,98.6,-2.5
"D'Angelo Russell, Taurean Prince, Jordan McLaughlin, Jaylen Nowell, Naz Reid",MIN,33,8,118.9,133.8,-14.9
"Harrison Barnes, Alex Len, Buddy Hield, De'Aaron Fox, Tyrese Haliburton",SAC,33,11,86.7,94.8,-8.1
"Ish Smith, Rui Hachimura, Deni Avdija, Anthony Gill, Corey Kispert",WAS,33,5,122.9,97.1,25.8
"Josh Green, Aaron Gordon, Nikola Jokic, Monte Morris, Facundo Campazzo",DEN,33,9,97.2,110.4,-13.3
"JaVale McGee, Elfrid Payton, Cameron Payne, Landry Shamet, Cameron Johnson",PHX,33,8,102.8,81.1,21.7
"Jakob Poeltl, Derrick White, Keon Johnson, Devin Vassell, Tre Jones",SAS,33,6,116.0,123.6,-7.6
"Kyle Anderson, De'Anthony Melton, Ja Morant, Brandon Clarke, John Konchar",MEM,33,11,98.6,106.4,-7.8
"Khem Birch, Pascal Siakam, Chris Boucher, Gary Trent Jr., Scottie Barnes",TOR,33,3,112.1,93.9,18.2
"Kentavious Caldwell-Pope, Spencer Dinwiddie, Kyle Kuzma, Daniel Gafford, Corey Kispert",WAS,33,4,126.9,111.8,15.1
"Kevin Love, Lauri Markkanen, Jarrett Allen, Darius Garland, Isaac Okoro",CLE,33,13,121.1,105.4,15.7
"Kyle Lowry, Bam Adebayo, Cody Martin, Gabe Vincent, Tyler Herro",MIA,33,6,107.7,82.7,25.0
"Karl-Anthony Towns, Malik Beasley, Jordan McLaughlin, Anthony Edwards, Jalen McDaniels",MIN,33,13,109.9,94.4,15.5
"Montrezl Harrell, Kelly Oubre Jr., Cody Martin, P.J. Washington, LaMelo Ball",CHA,33,12,106.8,133.3,-26.5
"Marcus Smart, Jayson Tatum, Derrick White, Daniel Theis, Grant Williams",BOS,33,10,131.3,108.5,22.9
"Patrick Beverley, Karl-Anthony Towns, Taurean Prince, Jarred Vanderbilt, Anthony Edwards",MIN,33,6,106.8,126.0,-19.1
"Pascal Siakam, Fred VanVleet, Svi Mykhailiuk, Precious Achiuwa, Scottie Barnes",TOR,33,4,96.9,109.2,-12.3
"Steven Adams, Josh Jackson Jr., Ja Morant, John Konchar, Ziaire Williams",MEM,33,4,108.7,136.2,-27.5
"Stephen Curry, Draymond Green, Andrew Wiggins, Kevon Looney, Gary Payton II",GSW,33,5,113.8,92.9,21.0
"Christian Wood, Kevin Porter Jr., Garrison Mathews, Josh Green, Alperen Sengun",HOU,32,6,120.0,126.9,-6.9
"Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, Lonnie Walker IV, Devin Vassell",SAS,32,10,131.4,95.9,35.5
"Fred VanVleet, OG Anunoby, Chris Boucher, Gary Trent Jr., Scottie Barnes",TOR,32,5,125.4,101.5,23.9
"Jimmy Butler, Dewayne Dedmon, Cody Martin, Max Strus, Tyler Herro",MIA,32,9,115.3,102.8,12.5
"Josh Green, Aaron Gordon, Nikola Jokic, Monte Morris, Davon Reed",DEN,32,3,131.3,75.4,56.0
"Josh Green, Austin Rivers, Josh Green, .P. Dozier, Facundo Campazzo",DEN,32,5,72.3,121.5,-49.2
"JaVale McGee, Cameron Payne, .A. Nader, Landry Shamet, Cameron Johnson",PHX,32,9,116.9,104.2,12.7
"JaVale McGee, Devin Booker, Torrey Craig, Aaron Holiday, Landry Shamet",PHX,32,8,116.4,100.0,16.4
"JaVale McGee, Elfrid Payton, Devin Booker, Mikal Bridges, Cameron Johnson",PHX,32,12,110.1,125.0,-14.9
"Kyle Lowry, Dewayne Dedmon, Cody Martin, Gabe Vincent, Tyler Herro",MIA,32,6,111.9,84.8,27.1
"Klay Thompson, Draymond Green, Otto Porter Jr., Andrew Wiggins, Jordan Poole",GSW,32,6,118.1,100.0,18.1
"Lauri Markkanen, Darius Garland, Dean Wade, Isaac Okoro, Evan Mobley",CLE,32,3,106.1,123.4,-17.4
"Malik Beasley, Taurean Prince, Jordan McLaughlin, Naz Reid, Jalen McDaniels",MIN,32,10,101.4,129.7,-28.3
"Marcus Smart, Jayson Tatum, Derrick White, Robert Williams III, Grant Williams",BOS,32,9,89.4,111.1,-21.7
"Nicolas Batum, Paul George, Reggie Jackson, Ivica Zubac, Tre Mann",LAC,32,8,117.6,92.5,25.1
"Patrick Beverley, Karl-Anthony Towns, Jarred Vanderbilt, Jaylen Nowell, Anthony Edwards",MIN,32,8,116.9,98.4,18.5
"Paul George, Monte Morris Sr., Reggie Jackson, Ivica Zubac, Luke Kennard",LAC,32,5,105.8,107.7,-1.9
"Stephen Curry, Draymond Green, Andrew Wiggins, Juan Toscano-Anderson, Jordan Poole",GSW,32,11,117.1,95.6,21.6
"Tobias Harris, Andre Drummond, Georges Niang, Furkan Korkmaz, Isaiah Joe",PHI,32,9,103.1,95.7,7.4
"Tyus Jones, Josh Jackson Jr., De'Anthony Melton, Brandon Clarke, Desmond Bane",MEM,32,10,138.0,87.1,50.9
"Tristan Thompson, Harrison Barnes, Maurice Harkless, Buddy Hield, Tyrese Haliburton",SAC,32,4,107.0,94.2,12.8
"Trae Young, Dejounte Murray, Lonnie Walker IV, Keon Johnson, Devin Vassell",SAS,32,7,119.2,68.6,50.6
"Al Horford, Dennis Schroder, Josh Richardson, Romeo Langford, Grant Williams",BOS,31,9,88.6,104.3,-15.8
"Cory Joseph, Kelly Olynyk, Jerami Grant, Josh Jackson, Saddiq Bey",DET,31,9,107.6,117.5,-9.9
"CJ McCollum, Robert Covington, Tony Snell, Jusuf Nurkic, Anfernee Simons",POR,31,2,114.8,90.2,24.6
"Chris Paul, JaVale McGee, Jae Crowder, Mikal Bridges, Landry Shamet",PHX,31,11,93.5,103.1,-9.5
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Lonzo Ball, Coby White",CHI,31,6,123.1,106.3,16.7
"DeMar DeRozan, Zach LaVine, Damian Jones Jr., Alex Caruso, Lonzo Ball",CHI,31,8,115.2,131.8,-16.7
"Doug McDermott, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Keon Johnson",SAS,31,11,119.7,123.1,-3.4
".D. Smith Jr., CJ Elleby, Keljin Blevins, Greg Brown III, Trendon Watford",POR,31,6,109.0,132.3,-23.4
"Gary Harris, Wendell Carter Jr., Chuma Okeke, Franz Wagner, Jalen Suggs",ORL,31,8,121.4,102.9,18.5
"Gordon Hayward, Ish Smith, Kelly Oubre Jr., Cody Martin, P.J. Washington",CHA,31,7,112.2,109.6,2.6
"Garrett Temple, Jonas Valanciunas, Tomas Satoransky, Josh Hart, Nickeil Alexander-Walker",NOP,31,8,92.2,114.5,-22.3
"Hassan Whiteside, Jordan Clarkson, Royce O'Neale, Donovan Mitchell, Trent Forrest",UTA,31,4,129.9,98.4,31.4
"Jae Crowder, Elfrid Payton, Devin Booker, Mikal Bridges, Deandre Ayton",PHX,31,7,91.0,108.6,-17.5
"Kyle Anderson, Josh Jackson Jr., De'Anthony Melton, Ja Morant, Desmond Bane",MEM,31,13,114.7,103.0,11.7
"Kevin Porter Jr., Josh Green, Kenyon Martin Jr., Josh Christopher, Alperen Sengun",HOU,31,5,104.4,116.2,-11.8
"LeBron James, Carmelo Anthony, Russell Westbrook, Anthony Davis, Malik Monk",LAL,31,7,115.4,125.0,-9.6
"LeBron James, Carmelo Anthony, Stanley Johnson, Malik Monk, Talen Horton-Tucker",LAL,31,7,97.0,101.5,-4.5
"Mason Plumlee, Terry Rozier, Miles Bridges, Cody Martin, P.J. Washington",CHA,31,12,112.9,105.8,7.1
"Nicolas Batum, Monte Morris Sr., Reggie Jackson, Ivica Zubac, Luke Kennard",LAC,31,10,88.2,117.7,-29.5
"Nicolas Batum, Monte Morris Sr., Reggie Jackson, Norman Powell, Ivica Zubac",LAC,31,3,106.3,140.6,-34.3
"Otto Porter Jr., Andrew Wiggins, Kevon Looney, Gary Payton II, Jordan Poole",GSW,31,10,100.0,96.7,3.3
"P.J. Tucker, Jimmy Butler, Bam Adebayo, Max Strus, Tyler Herro",MIA,31,9,104.6,91.0,13.6
"Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Maxi Kleber, Luka Doncic",DAL,31,11,119.3,120.7,-1.4
"Austin Rivers, Josh Green, Bryn Forbes, Zeke Nnaji, Bones Hyland",DEN,30,4,85.5,108.2,-22.7
"Bogdan Bogdanovic, Rudy Gobert, Royce O'Neale, Donovan Mitchell, Trent Forrest",UTA,30,8,112.1,106.3,5.8
"Ben McLemore, Josh Hart, Elijah Hughes, Greg Brown III, Trendon Watford",POR,30,3,94.3,95.6,-1.3
"Darius Bazley, Isaiah Roby, Tre Mann, Josh Giddey, Aaron Wiggins",OKC,30,2,96.9,126.2,-29.3
"Devin Booker, Cameron Payne, Mikal Bridges, Deandre Ayton, Cameron Johnson",PHX,30,14,95.7,70.4,25.2
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Patrick Williams, Ayo Dosunmu",CHI,30,5,92.1,137.3,-45.2
"Danny Green, Tobias Harris, Seth Curry, Joel Embiid, Matisse Thybulle",PHI,30,4,112.7,96.9,15.8
"Dwight Howard, Russell Westbrook, Avery Bradley, Anthony Davis, Malik Monk",LAL,30,6,116.4,121.9,-5.5
"Gary Harris, Mo Bamba, Cole Anthony, Franz Wagner, Jalen Suggs",ORL,30,3,75.0,139.7,-64.7
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, Cody Martin, Nick Richards",CHA,30,2,108.6,125.4,-16.8
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, Cody Martin, P.J. Washington",CHA,30,6,113.2,100.0,13.2
"Isaiah Roby, Theo Maledon, Vit Krejci, Lindy Waters III, .O. Sarr",OKC,30,6,123.4,112.1,11.3
"Jrue Holiday, Khris Middleton, Giannis Antetokounmpo, Bobby Portis, Jordan Nwora",MIL,30,4,136.9,137.9,-1.0
"Justin Holiday, .K. Sykes, Torrey Craig, Goga Bitadze, Chris Duarte",IND,30,3,108.3,110.3,-2.0
"JaVale McGee, Cameron Payne, Torrey Craig, Landry Shamet, Cameron Johnson",PHX,30,6,74.3,104.4,-30.1
"Jonas Valanciunas, CJ McCollum, Tony Snell, Brandon Ingram, Herbert Jones",NOP,30,6,123.9,93.7,30.2
"Kevin Durant, Blake Griffin, James Harden, Patty Mills, Joe Harris",BKN,30,10,118.6,127.0,-8.4
"Kyle Lowry, P.J. Tucker, Cody Martin, Max Strus, Omer Yurtseven",MIA,30,3,113.8,98.4,15.4
"Kemba Walker, Alec Burks, Evan Fournier, Nerlens Noel, Julius Randle",NYK,30,3,112.3,95.3,17.0
"LaMarcus Aldridge, Kevin Durant, James Harden, Patty Mills, Joe Harris",BKN,30,9,126.1,109.1,17.0
"LeBron James, Dwight Howard, Russell Westbrook, Malik Monk, Austin Reaves",LAL,30,5,120.6,128.1,-7.5
"LeBron James, Stanley Johnson, Malik Monk, Talen Horton-Tucker, Austin Reaves",LAL,30,9,133.3,114.3,19.0
"Lou Williams, Danilo Gallinari, Gorgui Dieng, Delon Wright, Cam Reddish",ATL,30,7,90.5,135.4,-44.9
"Malik Beasley, Taurean Prince, Jordan McLaughlin, Jaylen Nowell, Naz Reid",MIN,30,8,129.6,89.9,39.7
"Rudy Gay, Hassan Whiteside, Jordan Clarkson, Danuel House Jr., Trent Forrest",UTA,30,4,103.3,100.0,3.3
"Ricky Rubio, Cedi Osman, Jarrett Allen, Darius Garland, Evan Mobley",CLE,30,10,138.1,91.5,46.6
"Steven Adams, Kyle Anderson, Ja Morant, John Konchar, Desmond Bane",MEM,30,5,116.1,106.7,9.5
"Serge Ibaka, Eric Bledsoe, Monte Morris Sr., Reggie Jackson, Tre Mann",LAC,30,4,93.5,113.6,-20.0
"Bojan Bogdanovic, John Collins, Kevin Huerter, Trae Young, Onyeka Okongwu",ATL,29,4,83.1,111.3,-28.2
"Blake Griffin, Jalen Johnson, Patty Mills, Kyrie Irving, Kessler Edwards",BKN,29,4,119.4,117.2,2.2
"Buddy Hield, Damian Jones, Chimezie Metu, Tyrese Haliburton, Davion Mitchell",SAC,29,7,91.9,113.6,-21.6
"Buddy Hield, Oshae Brissett, Tyrese Haliburton, Jalen Smith, Terry Taylor",IND,29,7,95.2,127.9,-32.7
"Carmelo Anthony, Dwight Howard, Russell Westbrook, Malik Monk, Austin Reaves",LAL,29,10,98.5,93.4,5.0
"Carmelo Anthony, Dwight Howard, Russell Westbrook, Wayne Ellington, Malik Monk",LAL,29,9,110.4,90.9,19.5
"Cory Joseph, Trey Lyles, Hamidou Diallo, Saddiq Bey, Cade Cunningham",DET,29,10,122.6,108.1,14.5
"Darius Bazley, Isaiah Roby, Aleksej Pokusevski, Tre Mann, Aaron Wiggins",OKC,29,2,87.5,103.1,-15.6
"Dwight Powell, Dorian Finney-Smith, Jalen Brunson, Luka Doncic, Josh Green",DAL,29,10,116.7,103.3,13.3
"Dennis Schroder, Christian Wood, Garrison Mathews, Josh Green, Jae'Sean Tate",HOU,29,5,100.0,116.9,-16.9
"George Hill, Giannis Antetokounmpo, Thanasis Antetokounmpo, Pat Connaughton, Grayson Allen",MIL,29,3,113.6,108.5,5.1
"Harrison Barnes, Damian Jones, Donte DiVincenzo, Chimezie Metu, Davion Mitchell",SAC,29,8,91.4,123.5,-32.1
"Kevin Durant, Goran Dragic, Andre Drummond, Seth Curry, Bruce Brown",BKN,29,6,132.8,110.2,22.6
"Kevin Love, Ricky Rubio, Lauri Markkanen, Jarrett Allen, Isaac Okoro",CLE,29,10,98.5,126.2,-27.7
"Kyle Lowry, Dewayne Dedmon, Cody Martin, Gabe Vincent, Max Strus",MIA,29,8,101.6,111.9,-10.4
"Kyle Lowry, P.J. Tucker, Jimmy Butler, Max Strus, Omer Yurtseven",MIA,29,2,153.6,126.3,27.3
"Kelly Olynyk, Rodney McGruder, Marvin Bagley III, Hamidou Diallo, Killian Hayes",DET,29,5,117.7,140.7,-22.9
"LaMarcus Aldridge, Kevin Durant, Patty Mills, .D. Bembry, Jevon Carter",BKN,29,8,111.9,85.9,26.0
"Mike Conley, Rudy Gobert, Jordan Clarkson, Juancho Hernangomez, Danuel House Jr.",UTA,29,2,139.3,103.4,35.8
"Monte Morris Sr., Reggie Jackson, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,29,8,143.6,98.2,45.4
"Nicolas Batum, Reggie Jackson, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,29,13,111.3,82.3,29.0
"Nemanja Bjelica, Draymond Green, Andrew Wiggins, Gary Payton II, Jordan Poole",GSW,29,11,85.7,110.6,-24.9
"Pascal Siakam, OG Anunoby, Gary Trent Jr., Precious Achiuwa, Scottie Barnes",TOR,29,7,94.7,154.2,-59.5
"Reggie Jackson, Justise Winslow, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,29,7,114.3,77.8,36.5
"Robin Lopez, Gary Harris, Chuma Okeke, .H. Gravett, Franz Wagner",ORL,29,3,120.7,89.3,31.4
"Stephen Curry, Draymond Green, Otto Porter Jr., Kevon Looney, Gary Payton II",GSW,29,2,150.0,113.3,36.7
"Taj Gibson, RJ Barrett, Quentin Grimes, Obi Toppin, Immanuel Quickley",NYK,29,9,101.6,82.5,19.0
"Tomas Satoransky, Willy Hernangomez, Brandon Ingram, Josh Hart, Nickeil Alexander-Walker",NOP,29,7,115.5,93.8,21.8
"Will Barton, Aaron Gordon, Nikola Jokic, .P. Dozier, Monte Morris",DEN,29,8,83.1,87.5,-4.4
"Wendell Carter Jr., Chuma Okeke, Cole Anthony, R.J. Hampton, Franz Wagner",ORL,29,8,109.7,91.9,17.7
"Wesley Matthews, Khris Middleton, Giannis Antetokounmpo, Bobby Portis, Grayson Allen",MIL,29,4,113.8,90.5,23.4
"Alec Burks, Mitchell Robinson, Quentin Grimes, Obi Toppin, Immanuel Quickley",NYK,28,11,110.5,66.1,44.4
"Andre Drummond, Georges Niang, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey",PHI,28,7,131.7,123.1,8.6
"Al Horford, Dennis Schroder, Marcus Smart, Josh Richardson, Jayson Tatum",BOS,28,7,123.8,125.8,-2.0
"Buddy Hield, Goga Bitadze, Oshae Brissett, Tyrese Haliburton, Terry Taylor",IND,28,4,120.6,134.9,-14.3
"CJ McCollum, Tony Snell, Jusuf Nurkic, Anfernee Simons, CJ Elleby",POR,28,2,91.5,101.7,-10.2
"Danilo Gallinari, Timothe Luwawu-Cabarrot, John Collins, Kevin Huerter, Trae Young",ATL,28,9,100.0,132.3,-32.3
"Draymond Green, Andrew Wiggins, Kevon Looney, Damion Lee, Jordan Poole",GSW,28,9,96.2,111.3,-15.1
"Doug McDermott, Jakob Poeltl, Derrick White, Keita Bates-Diop, Keon Johnson",SAS,28,4,113.1,107.9,5.2
"Dwight Powell, Dorian Finney-Smith, Frank Ntilikina, Sterling Brown, Jalen Brunson",DAL,28,3,135.2,141.5,-6.3
"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Naz Reid, Jalen McDaniels",MIN,28,7,95.0,134.9,-39.9
"Eric Gordon, Christian Wood, David Nwaba, Kevin Porter Jr., Josh Green",HOU,28,2,124.6,127.1,-2.6
"Harrison Barnes, Justin Holiday, Trey Lyles, Domantas Sabonis, Davion Mitchell",SAC,28,3,105.6,112.5,-6.9
"Ish Smith, Kentavious Caldwell-Pope, Rui Hachimura, Daniel Gafford, Deni Avdija",WAS,28,9,112.1,92.1,20.1
"Ish Smith, Kelly Oubre Jr., Miles Bridges, Cody Martin, P.J. Washington",CHA,28,5,140.4,101.8,38.5
